Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity,ElectricityFacility,District Heating Inlet Temperature,District Cooling Inlet Temperature,District Heating Outlet Temperature,District Cooling Outlet Temperature,District Heating Mass Flow Rate,District Cooling Mass Flow Rate,District Heating Hot Water Energy,District Cooling Chilled Water Energy
09/29/2009 20:00,9,29,2,20,0,26.1,74,0,0,1.88242e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/29/2009 21:00,9,29,2,21,0,24.4,85,0,0,1.60133e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/29/2009 22:00,9,29,2,22,0,22.2,90,0,0,1.60133e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/29/2009 23:00,9,29,2,23,0,21.7,93,0,0,1.34836e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 00:00,9,30,3,0,0,21.7,90,0,0,1.20781e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 01:00,9,30,3,1,0,20.6,93,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 02:00,9,30,3,2,0,20,97,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 03:00,9,30,3,3,0,20.6,97,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 04:00,9,30,3,4,0,20.6,97,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 05:00,9,30,3,5,0,20.6,97,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 06:00,9,30,3,6,0,20.6,97,0,0,1.09644e+07,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 07:00,9,30,3,7,0,20.6,97,0,0,8.70634e+06,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 08:00,9,30,3,8,0,21.7,93,0,0,8.70634e+06,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 09:00,9,30,3,9,0,22.2,90,0,0,8.70634e+06,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 10:00,9,30,3,10,0,22.8,90,0,0,8.70634e+06,23.5018,23.5018,23.5018,23.5018,0,0,0,0
09/30/2009 11:00,9,30,3,11,0,23.3,82,0,0,8.70634e+06,23.5018,23.5018,23.5018,23.5018,0,0,0,0
