slope,p_value,std_err,intercept,name,spearman,pearson,r_squared,rf_r_squared,r_value
0.5778058329246197,0.0,0.001777463128765105,173466.77672771507,HeatingElectricity,"SpearmanrResult(correlation=0.5513027914062497, pvalue=0.0)","(0.7567816433841185, 0.0)",0.5727184557631676,0.5726669332815333,0.7567816433841188
0.6177733436653434,0.0,0.0017389238322418356,521746.45530889404,CoolingElectricity,"SpearmanrResult(correlation=0.625561513559603, pvalue=0.0)","(0.7845484643112564, 0.0)",0.6155162928531519,0.6155053958083047,0.7845484643112571
0.6350245728869187,0.0,0.0017226887701150989,2346983.3544910382,DistrictCoolingChilledWaterEnergy,"SpearmanrResult(correlation=0.6235349968784369, pvalue=0.0)","(0.7955101462721735, 0.0)",0.6328363928219749,0.632826176220969,0.7955101462721735
0.5562305402309036,0.0,0.001803750272880577,450358.47648420127,DistrictHeatingHotWaterEnergy,"SpearmanrResult(correlation=0.5452453808764413, pvalue=0.0)","(0.7394139788669296, 0.0)",0.5467330321438237,0.546559145391039,0.7394139788669293
0.9597325324458998,0.0,0.0006947160485460427,0.8795136653932616,ETSHeatingOutletTemperature,"SpearmanrResult(correlation=0.9819906342311583, pvalue=0.0)","(0.9799639214514813, 0.0)",0.9603292873465648,0.9603279552400602,0.9799639214514811
0.9597325324458998,0.0,0.0006947160485460427,0.8795136653932616,ETSCoolingOutletTemperature,"SpearmanrResult(correlation=0.9819906342311583, pvalue=0.0)","(0.9799639214514813, 0.0)",0.9603292873465648,0.9603279552400602,0.9799639214514811
