Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity,ElectricityFacility,District Heating Inlet Temperature,District Cooling Inlet Temperature,District Heating Outlet Temperature,District Cooling Outlet Temperature,District Heating Mass Flow Rate,District Cooling Mass Flow Rate,District Heating Hot Water Energy,District Cooling Chilled Water Energy
08/02/2009 00:00,8,2,0,0,0,27.8,72,0,0,1.3975e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 01:00,8,2,0,1,0,26.7,79,0,0,1.8294e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 02:00,8,2,0,2,0,25.6,85,0,0,1.8294e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 03:00,8,2,0,3,0,24.4,91,0,0,1.8294e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 04:00,8,2,0,4,0,23.9,94,0,0,1.8294e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 05:00,8,2,0,5,0,23.3,97,0,0,1.8294e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 06:00,8,2,0,6,0,23.9,94,0,0,1.96623e+07,25.7357,25.7357,25.7357,25.7357,0,0,0,0
08/02/2009 07:00,8,2,0,7,0,26.1,88,0,1.45703e+07,3.66426e+07,25.7765,25.7765,25.7765,24.2135,0,2.81859,0,6.64755e+07
08/02/2009 08:00,8,2,0,8,0,28.3,79,0,1.94365e+07,4.84355e+07,25.7651,25.7651,25.7651,24.2135,0,3.85847,0,9.00953e+07
08/02/2009 09:00,8,2,0,9,0,31.1,63,0,2.21786e+07,7.44118e+07,25.752,25.752,25.752,24.2135,0,4.48927,0,1.03919e+08
08/02/2009 10:00,8,2,0,10,0,32.2,54,0,2.22346e+07,7.44905e+07,25.7469,25.7469,25.7469,24.2135,0,4.50321,0,1.0389e+08
