,year,Month,DayofWeek,Hour,minute,SiteOutdoorAirDrybulbTemperature,dew_point,SiteOutdoorAirRelativeHumidity,datetime,ETSInletTemperature,lpd_average,Modeled RF HeatingElectricity,Modeled RF CoolingElectricity,Modeled RF DistrictCoolingChilledWaterEnergy,Modeled RF DistrictHeatingHotWaterEnergy,Modeled RF ETSHeatingOutletTemperature,Modeled RF ETSCoolingOutletTemperature
14,1999,1,1,15,0,1.0,-4.0,67.0,1/1/2017 14:00,20,9.4,619443.853,101057.414,126862.37389999999,1200600.666,19.864058874999994,19.833194125000006
15,1999,1,1,16,0,1.0,-4.0,67.0,1/1/2017 15:00,20,9.4,571473.8829999999,64467.166000000005,144915.1758,1116361.013,19.899908708333328,19.869174625
16,1999,1,1,17,0,0.0,-3.9,72.0,1/1/2017 16:00,20,9.4,899963.1009999999,52409.452000000005,110688.4743,2174037.232,19.869448041666658,19.82082662499999
17,1999,1,1,18,0,-1.0,-4.0,78.0,1/1/2017 17:00,20,9.4,2079861.55,1590.5839999999998,114894.63,6186923.445,19.85106649621211,19.81956549999999
18,1999,1,1,19,0,-2.0,-6.0,71.0,1/1/2017 18:00,20,9.4,2484263.97,0.0,17245.66,6874210.29,19.67305741287878,19.669722797619034
19,1999,1,1,20,0,-4.0,-8.0,71.0,1/1/2017 19:00,20,9.4,100655.35,0.0,861.065,405736.43,19.982299912878794,19.983616047619055
20,1999,1,1,21,0,-5.0,-7.0,84.0,1/1/2017 20:00,20,9.4,49416.777,0.0,861.065,185231.22,19.986806912878798,19.959602380952393
21,1999,1,1,22,0,-6.0,-6.0,100.0,1/1/2017 21:00,20,9.4,94640.4,0.0,0.0,317918.2,19.958513912878804,19.967944235714295
22,1999,1,1,23,0,-7.0,-9.0,84.0,1/1/2017 22:00,20,9.4,0.0,0.0,861.065,77226.1,19.81740682954546,19.866692214285727
23,1999,1,1,24,0,-7.0,-9.0,84.0,1/1/2017 23:00,20,9.4,0.0,0.0,861.065,77226.1,19.81740682954546,19.866692214285727
24,1999,1,2,1,0,-9.0,-11.0,84.0,1/2/2017 0:00,20,9.4,26368.764,0.0,0.0,46350.3075,19.986661492857152,19.969978114285706
25,1999,1,2,2,0,-10.0,-11.0,91.0,1/2/2017 1:00,20,9.4,41870.180000000015,0.0,0.0,106176.4575,19.938171447619048,19.92423398333333
26,1999,1,2,3,0,-10.0,-11.0,91.0,1/2/2017 2:00,20,9.4,56504.285999999986,0.0,0.0,121149.9205,19.93960944761905,19.925370038888886
27,1999,1,2,4,0,-11.0,-12.0,91.0,1/2/2017 3:00,20,9.4,329201.89,0.0,0.0,812128.8469999998,19.884485280952383,19.913846538888883
28,1999,1,2,5,0,-12.0,-13.0,91.0,1/2/2017 4:00,20,9.4,525000.4,0.0,0.0,1444562.7385,19.890822780952384,19.891890522222216
29,1999,1,2,6,0,-15.0,-17.0,83.0,1/2/2017 5:00,20,9.4,623700.678,0.0,0.0,1747385.705,19.899634864285716,19.881296486507924
30,1999,1,2,7,0,-14.0,-16.0,83.0,1/2/2017 6:00,20,9.4,17694970.8,0.0,861.065,42049541.0,19.593532295238095,19.585565839285717
31,1999,1,2,8,0,-13.0,-15.0,83.0,1/2/2017 7:00,20,9.4,18059416.5,0.0,7493.075,42794568.5,19.5714882952381,19.553746672619052
32,1999,1,2,9,0,-11.0,-13.0,84.0,1/2/2017 8:00,20,9.4,11897978.1,0.0,12881.9645,35993885.1,19.5836945452381,19.591960005952384
33,1999,1,2,10,0,-7.0,-12.0,64.0,1/2/2017 9:00,20,9.4,6844431.1,10790.8,13360.973999999998,22623320.8,19.5428102878788,19.64328967261905
34,1999,1,2,11,0,-6.0,-12.0,59.0,1/2/2017 10:00,20,9.4,6532033.6,0.0,12978.918499999998,21539351.045,19.585703037878794,19.635934172619052
35,1999,1,2,12,0,-6.0,-12.0,59.0,1/2/2017 11:00,20,9.4,6591274.15,14572.21,18761.14185,20817983.39,19.584481037878795,19.64345717261905
36,1999,1,2,13,0,-5.0,-12.0,54.0,1/2/2017 12:00,20,9.4,6024199.05,15782.82,17429.9881,19034466.292999998,19.601269704545462,19.646878172619047
37,1999,1,2,14,0,-5.0,-12.0,54.0,1/2/2017 13:00,20,9.4,5505547.9,15608.53,15481.123199999998,16603759.7195,19.603261829545463,19.637018672619046
38,1999,1,2,15,0,-6.0,-9.0,77.0,1/2/2017 14:00,20,9.4,4822055.96,39295.51,45083.15440000001,15642080.52,19.681306662878807,19.595505630952378
39,1999,1,2,16,0,-7.0,-8.0,92.0,1/2/2017 15:00,20,9.4,5165072.265,61270.23000000001,209170.4661,16713867.55,19.623654162878793,19.588972289285707
40,1999,1,2,17,0,-8.0,-9.0,92.0,1/2/2017 16:00,20,9.4,6871627.5,59127.09000000001,209946.1531,20389081.5,19.588971000000008,19.579507164285705
41,1999,1,2,18,0,-8.0,-9.0,92.0,1/2/2017 17:00,20,9.4,8914913.9,39940.87200000001,90754.9715,28279648.55,19.594341000000007,19.592421464285707
42,1999,1,2,19,0,-9.0,-11.0,84.0,1/2/2017 18:00,20,9.4,10084561.1,0.0,20396.965,31844231.9,19.60695620000001,19.585875130952374
43,1999,1,2,20,0,-11.0,-13.0,84.0,1/2/2017 19:00,20,9.4,108247.0,0.0,2583.195,0.0,19.918481583333342,19.914791964285726
44,1999,1,2,21,0,-11.0,-12.0,91.0,1/2/2017 20:00,20,9.4,108247.0,0.0,2583.195,0.0,19.91547683333335,19.9411952357143
45,1999,1,2,22,0,-11.0,-12.0,91.0,1/2/2017 21:00,20,9.4,108247.0,0.0,2583.195,0.0,19.916781916666682,19.94104365238097
46,1999,1,2,23,0,-12.0,-14.0,83.0,1/2/2017 22:00,20,9.4,101654.0,0.0,2583.195,0.0,19.918284333333343,19.930286214285733
47,1999,1,2,24,0,-12.0,-14.0,83.0,1/2/2017 23:00,20,9.4,101654.0,0.0,2583.195,0.0,19.918284333333343,19.930286214285733
48,1999,1,3,1,0,-13.0,-15.0,83.0,1/3/2017 0:00,20,9.4,50119.554000000004,0.0,0.0,46329.145,19.963252947619058,19.91201589761904
49,1999,1,3,2,0,-13.2,-15.7,79.0,1/3/2017 1:00,20,9.4,48622.5,0.0,0.0,52458.065,19.96283269761905,19.898690064285706
50,1999,1,3,3,0,-13.6,-16.4,77.0,1/3/2017 2:00,20,9.4,48622.5,0.0,0.0,52458.065,19.914698197619046,19.788499453174598
51,1999,1,3,4,0,-14.0,-17.0,76.0,1/3/2017 3:00,20,9.4,36272.3,0.0,0.0,42900.015,19.936199780952382,19.8827139531746
52,1999,1,3,5,0,-14.0,-17.0,76.0,1/3/2017 4:00,20,9.4,36272.3,0.0,0.0,54979.15,19.94096428095238,19.877982453174603
53,1999,1,3,6,0,-14.0,-17.0,76.0,1/3/2017 5:00,20,9.4,36272.3,0.0,0.0,83354.2,19.942171280952376,19.8636414531746
54,1999,1,3,7,0,-14.0,-17.0,76.0,1/3/2017 6:00,20,9.4,9900887.5,0.0,0.0,17481396.6,19.722756595238103,19.62817983928571
55,1999,1,3,8,0,-17.0,-19.0,83.0,1/3/2017 7:00,20,9.4,10178818.3,0.0,1011.705,34968939.335,19.719454845238097,19.653151672619046
56,1999,1,3,9,0,-13.0,-17.0,69.0,1/3/2017 8:00,20,9.4,7721911.5,0.0,0.0,22613641.8,19.683714166666668,19.524748839285706
57,1999,1,3,10,0,-11.0,-15.0,70.0,1/3/2017 9:00,20,9.4,8866027.1,0.0,0.0,24732930.55,19.763599291666672,19.70012783928571
58,1999,1,3,11,0,-9.0,-16.0,53.0,1/3/2017 10:00,20,9.4,8805120.7,0.0,0.0,25539879.9,19.831888250000006,19.787657339285712
59,1999,1,3,12,0,-8.0,-16.0,49.0,1/3/2017 11:00,20,9.4,7545795.5,0.0,479.00949999999995,23306975.9,19.815282250000006,19.803766839285714
60,1999,1,3,13,0,-7.0,-17.0,41.0,1/3/2017 12:00,20,9.4,1566916.99,0.0,958.0189999999999,4978378.35,19.93267858333335,19.902651672619044
61,1999,1,3,14,0,-7.1,-16.5,43.0,1/3/2017 13:00,20,9.4,3214438.99,0.0,479.00949999999995,13115372.75,19.804104208333346,19.85140383928571
62,1999,1,3,15,0,-7.8,-15.9,48.0,1/3/2017 14:00,20,9.4,5954478.0,5965.991999999999,479.00949999999995,18600397.35,19.774164500000012,19.779537464285717
63,1999,1,3,16,0,-9.0,-15.0,58.0,1/3/2017 15:00,20,9.4,7019382.7,0.0,479.00949999999995,20796661.4,19.79457812500001,19.742163964285705
64,1999,1,3,17,0,-9.0,-15.0,58.0,1/3/2017 16:00,20,9.4,6873796.1,0.0,479.00949999999995,20126316.5,19.799684625000012,19.713837464285703
65,1999,1,3,18,0,-9.0,-15.0,58.0,1/3/2017 17:00,20,9.4,8733379.6,0.0,4133.65,25889798.3,19.78756262500001,19.7250364642857
66,1999,1,3,19,0,-9.0,-15.0,58.0,1/3/2017 18:00,20,9.4,9023860.9,0.0,7234.56,28678913.3,19.82115825000001,19.736102964285703
67,1999,1,3,20,0,-9.0,-16.0,53.0,1/3/2017 19:00,20,9.4,94138.1,0.0,0.0,204377.0,19.984834833333345,19.956676130952392
68,1999,1,3,21,0,-8.0,-14.0,58.0,1/3/2017 20:00,20,9.4,48146.1,0.0,0.0,201594.5,19.99123858333335,19.968721130952392
69,1999,1,3,22,0,-9.0,-13.0,70.0,1/3/2017 21:00,20,9.4,17550.22,0.0,0.0,0.0,19.994396916666684,19.975087047619063
70,1999,1,3,23,0,-9.0,-13.0,70.0,1/3/2017 22:00,20,9.4,17550.22,0.0,0.0,0.0,19.946107583333347,19.951577380952397
71,1999,1,3,24,0,-9.0,-13.0,70.0,1/3/2017 23:00,20,9.4,17550.22,0.0,0.0,0.0,19.946107583333347,19.951577380952397
72,1999,1,4,1,0,-8.0,-13.0,64.0,1/4/2017 0:00,20,9.4,0.0,0.0,0.0,668.69,19.982217876190482,19.976268454761904
73,1999,1,4,2,0,-10.0,-14.0,70.0,1/4/2017 1:00,20,9.4,0.0,0.0,0.0,0.0,19.964295947619046,19.959186854761903
74,1999,1,4,3,0,-9.0,-13.0,70.0,1/4/2017 2:00,20,9.4,0.0,0.0,0.0,0.0,19.982951876190477,19.97796307698412
75,1999,1,4,4,0,-10.0,-13.0,76.0,1/4/2017 3:00,20,9.4,16401.96,0.0,0.0,0.0,19.937658030952377,19.859078410317455
76,1999,1,4,5,0,-8.0,-12.0,70.0,1/4/2017 4:00,20,9.4,0.0,0.0,0.0,0.0,19.989128959523807,19.974623676984123
77,1999,1,4,6,0,-9.6,-13.5,70.0,1/4/2017 5:00,20,9.4,0.0,0.0,0.0,0.0,19.96998253095237,19.961468410317455
78,1999,1,4,7,0,-11.0,-15.0,70.0,1/4/2017 6:00,20,9.4,4203300.8,0.0,0.0,9991659.65,19.778615000000013,19.750151839285717
79,1999,1,4,8,0,-8.0,-13.0,64.0,1/4/2017 7:00,20,9.4,3482645.3,0.0,0.0,7973616.35,19.826605500000014,19.80594383928572
80,1999,1,4,9,0,-4.0,-13.0,45.0,1/4/2017 8:00,20,9.4,1099405.1,1772.5,0.0,4988008.5,19.9598080378788,19.918031172619056
81,1999,1,4,10,0,-1.0,-14.0,32.0,1/4/2017 9:00,20,9.4,308576.3,0.0,0.0,833335.75,19.929219750000012,19.889939291666675
82,1999,1,4,11,0,0.0,-13.0,32.0,1/4/2017 10:00,20,9.4,252566.2,0.0,511.275,655933.5,19.912726000000006,19.930361083333338
83,1999,1,4,12,0,1.0,-12.0,33.0,1/4/2017 11:00,20,9.4,144623.44199999998,0.0,1429.7675,652106.825,19.965883500000004,19.942646583333342
84,1999,1,4,13,0,2.0,-11.0,34.0,1/4/2017 12:00,20,9.4,87143.359,2795.49,1908.7769999999998,600924.817,19.985787333333338,19.92640541666668
85,1999,1,4,14,0,3.0,-12.0,29.0,1/4/2017 13:00,20,9.4,0.0,2143.382,6454.034450000001,12096.957,19.985038458333342,19.927047916666677
86,1999,1,4,15,0,4.0,-10.0,32.0,1/4/2017 14:00,20,9.4,0.0,9417.78,10614.418500000002,46890.05,19.98829895833335,19.92622145000001
87,1999,1,4,16,0,2.0,-9.0,40.0,1/4/2017 15:00,20,9.4,421.059,0.0,2964.09,102.307,19.987243125000006,19.931020541666676
88,1999,1,4,17,0,1.0,-9.0,43.0,1/4/2017 16:00,20,9.4,665.0419999999999,1772.5,6247.969499999999,0.0,19.97538945833334,19.939339041666674
89,1999,1,4,18,0,1.0,-9.0,43.0,1/4/2017 17:00,20,9.4,665.0419999999999,0.0,11506.83,0.0,19.96137365833334,19.94459204166667
90,1999,1,4,19,0,1.0,-9.0,43.0,1/4/2017 18:00,20,9.4,0.0,0.0,43518.734000000004,204286.095,19.982953075,19.893475875
91,1999,1,4,20,0,-1.0,-8.0,55.0,1/4/2017 19:00,20,9.4,8767.19,0.0,0.0,2411.635,19.99667082954546,19.978004883333334
92,1999,1,4,21,0,-1.0,-7.0,60.0,1/4/2017 20:00,20,9.4,0.0,0.0,0.0,2518.452,19.998388329545463,19.975893383333336
93,1999,1,4,22,0,2.0,-10.0,37.0,1/4/2017 21:00,20,9.4,421.059,0.0,8684.19,0.0,20.00470858333334,19.968994883333334
94,1999,1,4,23,0,2.0,-8.0,44.0,1/4/2017 22:00,20,9.4,421.059,0.0,0.0,0.0,20.002314916666673,19.967850050000003
95,1999,1,4,24,0,2.0,-8.0,44.0,1/4/2017 23:00,20,9.4,421.059,0.0,0.0,0.0,20.002314916666673,19.967850050000003
96,1999,1,5,1,0,3.0,-8.0,41.0,1/5/2017 0:00,20,9.4,804807.5,0.0,0.0,3883632.5,19.98349045238096,19.971500213095236
97,1999,1,5,2,0,3.0,-8.0,41.0,1/5/2017 1:00,20,9.4,804807.5,0.0,0.0,3883632.5,19.984527452380956,19.971795213095234
98,1999,1,5,3,0,4.0,-7.6,39.0,1/5/2017 2:00,20,9.4,283778.8,0.0,0.0,1894487.72,19.983463109523814,19.970777713095238
99,1999,1,5,4,0,5.0,-7.0,39.0,1/5/2017 3:00,20,9.4,256135.4,0.0,0.0,1620932.52,19.983956609523815,19.965987713095238
100,1999,1,5,5,0,4.0,-7.0,42.0,1/5/2017 4:00,20,9.4,1001318.4,0.0,0.0,4522598.77,19.988803859523813,19.95196421309523
101,1999,1,5,6,0,2.0,-8.0,44.0,1/5/2017 5:00,20,9.4,0.0,0.0,0.0,0.0,19.98153027380952,19.951314213095227
102,1999,1,5,7,0,2.0,-8.0,44.0,1/5/2017 6:00,20,9.4,14326090.3,1772.5,18648.235,36397226.75,19.610218749999998,19.61137515833333
103,1999,1,5,8,0,3.0,-8.0,41.0,1/5/2017 7:00,20,9.4,14314970.2,0.0,9605.105,40569473.0,19.659626940476198,19.647638991666668
104,1999,1,5,9,0,4.0,-7.0,42.0,1/5/2017 8:00,20,9.4,7083457.9,0.0,3761.7745,19140825.19,19.7133610029762,19.64864336666667
105,1999,1,5,10,0,5.9,-7.0,36.0,1/5/2017 9:00,20,9.4,5872268.76,3638.73,914.98435,16125765.27,19.68676199107144,19.642384011904756
106,1999,1,5,11,0,7.0,-7.0,34.0,1/5/2017 10:00,20,9.4,3546125.42,3134.757,16.43535,10240846.42,19.74515121666666,19.592464309523805
107,1999,1,5,12,0,7.0,-7.0,34.0,1/5/2017 11:00,20,9.4,3042168.69,2648.42,491.81435000000005,8707830.065,19.744689216666664,19.602616309523807
108,1999,1,5,13,0,7.0,-7.0,34.0,1/5/2017 12:00,20,9.4,2554380.35,2648.42,491.81435000000005,7632729.545,19.74278871666666,19.568877809523812
109,1999,1,5,14,0,8.0,-6.0,34.0,1/5/2017 13:00,20,9.4,1402330.154,6978.83,4764.577850000001,4025654.985,19.79231449166666,19.66195522619048
110,1999,1,5,15,0,8.0,-7.0,32.0,1/5/2017 14:00,20,9.4,1087635.98,584.0930000000001,4764.577850000001,3168651.16,19.824736491666656,19.703481226190476
111,1999,1,5,16,0,7.0,-7.0,34.0,1/5/2017 15:00,20,9.4,934421.06,6588.56,7192.71535,2829473.86,19.749203966666656,19.748157892857137
112,1999,1,5,17,0,6.0,-8.0,33.0,1/5/2017 16:00,20,9.4,1293638.16,7304.87,7448.173200000001,3749480.86,19.719323799999994,19.68988482142856
113,1999,1,5,18,0,4.0,-8.0,38.0,1/5/2017 17:00,20,9.4,2677850.4,433.8,18930.5645,7598742.48,19.76691862797618,19.747235499999988
114,1999,1,5,19,0,3.0,-8.0,41.0,1/5/2017 18:00,20,9.4,3738351.77,0.0,79345.039,10980795.0,19.804920065476182,19.74578012499999
115,1999,1,5,20,0,2.0,-8.0,44.0,1/5/2017 19:00,20,9.4,0.0,1772.5,3282.765,231891.0,19.996209041666667,19.97467763333334
116,1999,1,5,21,0,4.0,-7.0,42.0,1/5/2017 20:00,20,9.4,174510.32,8722.99,6677.004499999999,704072.0,20.001686541666665,19.966961383333327
117,1999,1,5,22,0,-1.0,-8.0,55.0,1/5/2017 21:00,20,9.4,0.0,0.0,0.0,0.0,19.99412970454546,19.985993799999996
118,1999,1,5,23,0,1.0,-9.0,43.0,1/5/2017 22:00,20,9.4,0.0,363.04,9051.725,0.0,19.99697175000001,19.9734678
119,1999,1,5,24,0,1.0,-7.0,51.0,1/5/2017 23:00,20,9.4,0.0,0.0,0.0,0.0,19.996724250000007,19.982024800000005
120,1999,1,6,1,0,2.0,-8.0,44.0,1/6/2017 0:00,20,9.4,0.0,0.0,0.0,0.0,19.979635652380956,19.964359713095238
121,1999,1,6,2,0,3.0,-8.0,41.0,1/6/2017 1:00,20,9.4,0.0,0.0,0.0,24441.645,19.982262902380956,19.97133471309523
122,1999,1,6,3,0,6.0,-7.0,36.0,1/6/2017 2:00,20,9.4,0.0,0.0,928.71,21387.45,19.95699227619048,19.962726505952386
123,1999,1,6,4,0,4.0,-8.0,38.0,1/6/2017 3:00,20,9.4,0.0,0.0,143.175,158499.595,19.98141255952381,19.965269213095233
124,1999,1,6,5,0,-1.0,-7.0,60.0,1/6/2017 4:00,20,9.4,0.0,0.0,0.0,0.0,19.995212356926405,19.96565597698411
125,1999,1,6,6,0,4.0,-8.0,38.0,1/6/2017 5:00,20,9.4,0.0,0.0,2260.87,158499.595,19.979682380952386,19.95493671309523
126,1999,1,6,7,0,3.0,-8.0,41.0,1/6/2017 6:00,20,9.4,8059462.28,1728.17,66895.2,19855256.555,19.67617052380953,19.639006
127,1999,1,6,8,0,1.0,-8.0,47.0,1/6/2017 7:00,20,9.4,7990401.23,285.002,19820.779,22172710.985,19.574532500000004,19.497350416666663
128,1999,1,6,9,0,6.0,-6.0,39.0,1/6/2017 8:00,20,9.4,2580943.859,9178.93,6242.062,7205443.586,19.672956633333346,19.62712832142857
129,1999,1,6,10,0,9.0,-6.0,32.0,1/6/2017 9:00,20,9.4,1487377.67,57333.68800000001,219347.978,3986549.0560000003,19.76086345,19.59777180952381
130,1999,1,6,11,0,10.0,-7.0,28.0,1/6/2017 10:00,20,9.4,1170175.74,54900.081,137802.35100000002,3089762.7460000003,19.7771912,19.672930750000006
131,1999,1,6,12,0,11.0,-8.0,24.0,1/6/2017 11:00,20,9.4,762236.16,119774.758,472045.66650000005,1750544.035,19.773292741666673,19.637486333333346
132,1999,1,6,13,0,12.0,-7.0,24.0,1/6/2017 12:00,20,9.4,1034147.27,136441.19400000002,623851.1814999998,2269882.96,19.753085074999998,19.614639166666684
133,1999,1,6,14,0,12.0,-7.0,24.0,1/6/2017 13:00,20,9.4,1202604.154,124116.65400000001,594417.3894999998,2585062.8755,19.756364575000003,19.634461000000016
134,1999,1,6,15,0,12.0,-7.0,24.0,1/6/2017 14:00,20,9.4,867964.4500000002,104870.439,662634.2479999998,1968056.44,19.787469075000004,19.68012800000002
135,1999,1,6,16,0,11.0,-7.0,26.0,1/6/2017 15:00,20,9.4,784158.863,116615.83899999998,473421.4594999999,1678852.2045,19.84312874166666,19.782002666666678
136,1999,1,6,17,0,4.0,-3.0,59.0,1/6/2017 16:00,20,9.4,682085.8769999999,114320.24600000001,94424.879,1768819.57035,19.750592419642853,19.73585749999999
137,1999,1,6,18,0,1.0,-2.0,79.0,1/6/2017 17:00,20,9.4,2002281.07,0.0,51657.775,4297517.088500001,19.67920866666666,19.69404691666665
138,1999,1,6,19,0,-1.0,-3.0,85.0,1/6/2017 18:00,20,9.4,3112088.29,0.0,9670.925,7951113.685,19.635631337878785,19.629976749999983
139,1999,1,6,20,0,-3.0,-4.0,92.0,1/6/2017 19:00,20,9.4,6516.6,0.0,0.0,61404.31,19.98366362121213,19.99117031904762
140,1999,1,6,21,0,-3.0,-4.0,92.0,1/6/2017 20:00,20,9.4,6516.6,0.0,0.0,75216.86,19.98391262121213,19.99015431904762
141,1999,1,6,22,0,-3.0,-4.0,92.0,1/6/2017 21:00,20,9.4,6516.6,0.0,0.0,75331.23,19.988472621212132,19.98885323571428
142,1999,1,6,23,0,-4.0,-4.0,100.0,1/6/2017 22:00,20,9.4,95913.27,0.0,0.0,319926.785,19.962729121212135,19.95784058095238
143,1999,1,6,24,0,-4.0,-6.0,84.0,1/6/2017 23:00,20,9.4,110463.45,0.0,0.0,298467.1,19.984163371212134,19.961257714285715
144,1999,1,7,1,0,-4.0,-6.0,84.0,1/7/2017 0:00,20,9.4,5558.58,0.0,0.0,55152.747200000005,19.988079247402602,19.883838551984123
145,1999,1,7,2,0,-5.0,-7.0,84.0,1/7/2017 1:00,20,9.4,2161.07,0.0,0.0,59249.9217,19.988901914069263,19.92700580892857
146,1999,1,7,3,0,-4.0,-6.0,84.0,1/7/2017 2:00,20,9.4,3398.1609999999996,0.0,0.0,39339.9317,19.987933247402594,19.877674551984125
147,1999,1,7,4,0,-1.0,-6.0,66.0,1/7/2017 3:00,20,9.4,0.0,0.0,0.0,0.0,19.990644406926403,19.977412976984116
148,1999,1,7,5,0,-1.0,-6.0,66.0,1/7/2017 4:00,20,9.4,0.0,0.0,0.0,0.0,19.995341906926406,19.966241976984108
149,1999,1,7,6,0,1.0,-7.0,51.0,1/7/2017 5:00,20,9.4,0.0,0.0,0.0,0.0,19.987064973809524,19.96491009642856
150,1999,1,7,7,0,3.0,-7.0,45.0,1/7/2017 6:00,20,9.4,7023161.02,3638.73,44906.595,18008313.035,19.676375023809534,19.63551933333333
151,1999,1,7,8,0,1.0,-8.0,47.0,1/7/2017 7:00,20,9.4,7990401.23,285.002,19820.779,22172710.985,19.574532500000004,19.497350416666663
152,1999,1,7,9,0,2.0,-6.0,52.0,1/7/2017 8:00,20,9.4,3065941.39,2648.42,6821.195,11248298.72,19.618643229166672,19.61620716666667
153,1999,1,7,10,0,7.0,-5.0,40.0,1/7/2017 9:00,20,9.4,1857027.5,10667.767,91117.00550000001,5137835.75,19.714015133333334,19.605179809523808
154,1999,1,7,11,0,10.0,-6.0,30.0,1/7/2017 10:00,20,9.4,1168488.494,51594.988000000005,138664.81600000002,2681949.201,19.784301449999997,19.620770416666673
155,1999,1,7,12,0,12.0,-9.0,20.0,1/7/2017 11:00,20,9.4,938466.64,172365.54,712666.6604999998,2287831.035,19.679836699999996,19.585765749999997
156,1999,1,7,13,0,13.0,-10.0,17.0,1/7/2017 12:00,20,9.4,1034478.53,290033.811,1703340.5239999997,2381625.4435,19.73581819999999,19.57007475
157,1999,1,7,14,0,13.0,-10.0,17.0,1/7/2017 13:00,20,9.4,1015626.62,266900.716,1559356.9514999997,2429309.455,19.747603699999992,19.583556083333335
158,1999,1,7,15,0,13.0,-10.0,17.0,1/7/2017 14:00,20,9.4,667215.2,258035.771,1594508.3164999997,1616119.0695,19.772762199999992,19.65061633333334
159,1999,1,7,16,0,7.0,-1.0,56.0,1/7/2017 15:00,20,9.4,644944.673,60156.014,269849.955,1585478.04545,19.815358091666656,19.805035659523806
160,1999,1,7,17,0,4.0,-2.0,64.0,1/7/2017 16:00,20,9.4,661583.877,106825.04600000002,124768.35800000001,1555809.1203500002,19.77607241964286,19.75556999999999
161,1999,1,7,18,0,2.0,-4.0,62.0,1/7/2017 17:00,20,9.4,1489381.76,0.0,26826.5725,3979774.59,19.744632729166668,19.707001499999986
162,1999,1,7,19,0,-1.0,-5.0,71.0,1/7/2017 18:00,20,9.4,2791149.49,0.0,9670.925,7153227.27,19.619785837878787,19.65364341666665
163,1999,1,7,20,0,-2.0,-6.0,71.0,1/7/2017 19:00,20,9.4,0.0,0.0,0.0,0.0,19.988531371212126,19.988886047619047
164,1999,1,7,21,0,-1.0,-6.0,66.0,1/7/2017 20:00,20,9.4,0.0,0.0,0.0,0.0,19.994415871212126,19.98575313333333
165,1999,1,7,22,0,-1.0,-6.0,66.0,1/7/2017 21:00,20,9.4,0.0,0.0,0.0,0.0,19.994925371212126,19.984792549999995
166,1999,1,7,23,0,-1.0,-6.0,66.0,1/7/2017 22:00,20,9.4,0.0,0.0,0.0,0.0,19.99492887121213,19.985739966666664
167,1999,1,7,24,0,-2.0,-7.0,65.0,1/7/2017 23:00,20,9.4,0.0,0.0,0.0,0.0,19.98968087121213,19.98719738095238
168,1999,1,8,1,0,-1.0,-6.0,66.0,1/8/2017 0:00,20,9.4,0.0,0.0,0.0,0.0,19.987231906926407,19.980547476984118
