Time,CORE_ZN ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:BOISE AIR TERMINAL  UO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:BOISE AIR TERMINAL  UO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:40:00,2.357515E+03,3.125502E+03,1.223898E-01,2.761658E-01,3.971580E+03,3.447172E+03,2.061813E-01,3.045815E-01,2.351755E+03,2.212312E+03,1.220893E-01,1.954728E-01,3.633881E+03,3.144417E+03,1.886500E-01,2.778325E-01,2.336127E+03,3.232264E+03,1.212780E-01,2.855934E-01
16:50:00,2.357518E+03,3.136797E+03,1.223899E-01,2.771638E-01,3.971580E+03,3.434392E+03,2.061813E-01,3.034524E-01,2.351755E+03,2.207375E+03,1.220893E-01,1.950366E-01,3.633882E+03,3.148614E+03,1.886500E-01,2.782032E-01,2.336127E+03,3.288279E+03,1.212780E-01,2.905423E-01
17:00:00,2.357521E+03,3.147577E+03,1.223901E-01,2.781162E-01,3.971581E+03,3.423777E+03,2.061813E-01,3.025146E-01,2.351755E+03,2.201651E+03,1.220893E-01,1.945308E-01,3.633882E+03,3.151588E+03,1.886500E-01,2.784660E-01,2.336127E+03,3.334334E+03,1.212780E-01,2.946112E-01
17:10:00,2.357524E+03,3.157797E+03,1.223902E-01,2.790192E-01,3.971581E+03,3.414485E+03,2.061813E-01,3.016937E-01,2.351755E+03,2.195150E+03,1.220894E-01,1.939564E-01,3.633883E+03,3.153269E+03,1.886501E-01,2.786144E-01,2.336127E+03,3.373287E+03,1.212780E-01,2.980526E-01
17:20:00,2.357526E+03,3.167421E+03,1.223904E-01,2.798696E-01,3.971582E+03,3.406408E+03,2.061814E-01,3.009801E-01,2.351756E+03,2.187872E+03,1.220894E-01,1.933133E-01,3.633884E+03,3.153614E+03,1.886501E-01,2.786449E-01,2.336128E+03,3.405817E+03,1.212780E-01,3.009265E-01
17:30:00,2.357529E+03,3.176418E+03,1.223905E-01,2.806645E-01,3.971582E+03,3.399036E+03,2.061814E-01,3.003288E-01,2.351756E+03,2.179815E+03,1.220894E-01,1.926014E-01,3.633884E+03,3.152665E+03,1.886502E-01,2.785610E-01,2.336128E+03,3.431983E+03,1.212781E-01,3.032381E-01
17:40:00,2.357531E+03,3.184766E+03,1.223906E-01,2.814021E-01,3.971583E+03,3.392719E+03,2.061814E-01,2.997707E-01,2.351756E+03,2.171762E+03,1.220894E-01,1.918899E-01,3.633885E+03,3.151591E+03,1.886502E-01,2.784660E-01,2.336128E+03,3.450423E+03,1.212781E-01,3.048672E-01
17:50:00,2.357534E+03,3.192499E+03,1.223908E-01,2.820853E-01,3.971584E+03,3.385934E+03,2.061815E-01,2.991712E-01,2.351756E+03,2.163143E+03,1.220894E-01,1.911283E-01,3.633886E+03,3.149684E+03,1.886502E-01,2.782975E-01,2.336128E+03,3.460892E+03,1.212781E-01,3.057921E-01
18:00:00,2.357537E+03,3.199794E+03,1.223909E-01,2.827299E-01,3.971584E+03,3.378079E+03,2.061815E-01,2.984772E-01,2.351757E+03,2.153837E+03,1.220894E-01,1.903060E-01,3.633887E+03,3.147163E+03,1.886503E-01,2.780747E-01,2.336129E+03,3.462457E+03,1.212781E-01,3.059302E-01
18:10:00,2.357539E+03,3.206967E+03,1.223910E-01,2.833636E-01,4.008722E+03,3.368514E+03,2.081095E-01,2.976321E-01,2.375421E+03,2.143657E+03,1.233179E-01,1.894065E-01,3.669383E+03,3.147880E+03,1.904930E-01,2.781380E-01,2.359793E+03,3.454963E+03,1.225066E-01,3.052678E-01
18:20:00,2.357542E+03,3.214324E+03,1.223912E-01,2.840136E-01,4.045864E+03,3.356869E+03,2.100376E-01,2.966032E-01,2.399088E+03,2.132595E+03,1.245465E-01,1.884291E-01,3.704884E+03,3.153407E+03,1.923360E-01,2.786264E-01,2.383460E+03,3.438549E+03,1.237352E-01,3.038174E-01
18:30:00,2.357544E+03,3.222074E+03,1.223913E-01,2.846984E-01,4.083030E+03,3.342841E+03,2.119669E-01,2.953636E-01,2.422770E+03,2.120677E+03,1.257759E-01,1.873761E-01,3.740406E+03,3.164723E+03,1.941799E-01,2.796263E-01,2.407142E+03,3.413199E+03,1.249645E-01,3.015774E-01
18:40:00,2.357547E+03,3.230298E+03,1.223914E-01,2.854250E-01,4.120221E+03,3.326257E+03,2.138972E-01,2.938983E-01,2.446467E+03,2.107953E+03,1.270058E-01,1.862518E-01,3.775951E+03,3.181873E+03,1.960249E-01,2.811417E-01,2.430839E+03,3.378705E+03,1.261945E-01,2.985294E-01
18:50:00,2.357550E+03,3.238886E+03,1.223916E-01,2.861839E-01,4.157431E+03,3.307077E+03,2.158282E-01,2.922035E-01,2.470176E+03,2.094499E+03,1.282362E-01,1.850630E-01,3.811514E+03,3.203832E+03,1.978705E-01,2.830821E-01,2.454548E+03,3.335957E+03,1.274249E-01,2.947522E-01
19:00:00,2.357553E+03,3.247447E+03,1.223917E-01,2.869403E-01,4.194655E+03,3.284208E+03,2.177599E-01,2.901829E-01,2.493895E+03,2.079773E+03,1.294670E-01,1.837619E-01,3.847090E+03,3.226199E+03,1.997168E-01,2.850584E-01,2.478266E+03,3.283959E+03,1.286557E-01,2.901577E-01
19:10:00,2.357557E+03,3.255340E+03,1.223919E-01,2.876377E-01,4.194753E+03,3.268653E+03,2.177640E-01,2.888084E-01,2.493956E+03,2.070667E+03,1.294697E-01,1.829573E-01,3.847181E+03,3.253962E+03,1.997207E-01,2.875116E-01,2.478328E+03,3.229836E+03,1.286583E-01,2.853755E-01
19:20:00,2.357561E+03,3.261900E+03,1.223922E-01,2.882173E-01,4.194856E+03,3.251146E+03,2.177684E-01,2.872615E-01,2.494021E+03,2.061180E+03,1.294724E-01,1.821191E-01,3.847277E+03,3.274801E+03,1.997248E-01,2.893529E-01,2.478392E+03,3.167096E+03,1.286611E-01,2.798320E-01
19:30:00,2.357567E+03,3.266558E+03,1.223925E-01,2.886288E-01,4.194941E+03,3.231824E+03,2.177720E-01,2.855542E-01,2.494074E+03,2.051351E+03,1.294746E-01,1.812506E-01,3.847358E+03,3.285540E+03,1.997283E-01,2.903016E-01,2.478445E+03,3.095332E+03,1.286633E-01,2.734910E-01
19:40:00,2.357573E+03,3.268922E+03,1.223928E-01,2.888377E-01,4.195007E+03,3.210728E+03,2.177747E-01,2.836897E-01,2.494116E+03,2.041132E+03,1.294764E-01,1.803474E-01,3.847422E+03,3.284385E+03,1.997310E-01,2.901990E-01,2.478487E+03,3.014029E+03,1.286651E-01,2.663069E-01
19:50:00,2.357579E+03,3.268735E+03,1.223931E-01,2.888211E-01,4.195058E+03,3.187490E+03,2.177770E-01,2.816359E-01,2.494149E+03,2.030169E+03,1.294778E-01,1.793783E-01,3.847472E+03,3.267037E+03,1.997333E-01,2.886654E-01,2.478520E+03,2.917501E+03,1.286665E-01,2.577774E-01
20:00:00,2.357586E+03,3.265783E+03,1.223934E-01,2.885602E-01,4.195099E+03,3.163434E+03,2.177788E-01,2.795096E-01,2.494175E+03,2.018977E+03,1.294790E-01,1.783890E-01,3.847513E+03,3.236605E+03,1.997351E-01,2.859756E-01,2.478546E+03,2.809834E+03,1.286677E-01,2.482636E-01
20:10:00,2.357592E+03,3.259944E+03,1.223938E-01,2.880442E-01,4.195131E+03,3.128443E+03,2.177803E-01,2.764172E-01,2.494196E+03,2.000932E+03,1.294800E-01,1.767940E-01,3.847546E+03,3.184226E+03,1.997366E-01,2.813465E-01,2.478568E+03,2.686913E+03,1.286687E-01,2.374020E-01
20:20:00,2.357599E+03,3.251272E+03,1.223941E-01,2.872778E-01,4.195158E+03,3.091424E+03,2.177815E-01,2.731454E-01,2.494214E+03,1.981574E+03,1.294808E-01,1.750830E-01,3.847574E+03,3.121858E+03,1.997379E-01,2.758347E-01,2.478585E+03,2.560718E+03,1.286695E-01,2.262513E-01
20:30:00,2.357605E+03,3.240104E+03,1.223945E-01,2.862910E-01,4.195180E+03,3.054451E+03,2.177826E-01,2.698779E-01,2.494228E+03,1.961861E+03,1.294815E-01,1.733408E-01,3.847596E+03,3.057465E+03,1.997390E-01,2.701443E-01,2.478600E+03,2.441073E+03,1.286702E-01,2.156795E-01
20:40:00,2.357611E+03,3.227031E+03,1.223948E-01,2.851358E-01,4.195199E+03,3.018519E+03,2.177835E-01,2.667026E-01,2.494241E+03,1.942173E+03,1.294821E-01,1.716009E-01,3.847616E+03,2.994429E+03,1.997399E-01,2.645740E-01,2.478613E+03,2.332540E+03,1.286708E-01,2.060898E-01
20:50:00,2.357617E+03,3.212730E+03,1.223951E-01,2.838721E-01,4.195215E+03,2.984589E+03,2.177843E-01,2.637044E-01,2.494251E+03,1.923022E+03,1.294826E-01,1.699086E-01,3.847632E+03,2.938783E+03,1.997407E-01,2.596570E-01,2.478623E+03,2.243477E+03,1.286713E-01,1.982205E-01
21:00:00,2.357622E+03,3.197936E+03,1.223953E-01,2.825649E-01,4.195229E+03,2.952958E+03,2.177850E-01,2.609095E-01,2.494261E+03,1.904645E+03,1.294831E-01,1.682849E-01,3.847647E+03,2.892071E+03,1.997414E-01,2.555296E-01,2.478632E+03,2.173968E+03,1.286718E-01,1.920792E-01
21:10:00,2.357627E+03,3.183349E+03,1.223956E-01,2.812759E-01,4.195241E+03,2.923764E+03,2.177856E-01,2.583300E-01,2.494269E+03,1.887245E+03,1.294835E-01,1.667475E-01,3.847659E+03,2.854995E+03,1.997420E-01,2.522537E-01,2.478641E+03,2.122948E+03,1.286722E-01,1.875716E-01
21:20:00,2.357632E+03,3.169492E+03,1.223959E-01,2.800515E-01,4.195252E+03,2.897917E+03,2.177861E-01,2.560463E-01,2.494276E+03,1.871441E+03,1.294839E-01,1.653510E-01,3.847670E+03,2.826762E+03,1.997426E-01,2.497593E-01,2.478648E+03,2.086265E+03,1.286726E-01,1.843307E-01
21:30:00,2.357637E+03,3.156573E+03,1.223961E-01,2.789100E-01,4.195262E+03,2.873689E+03,2.177866E-01,2.539055E-01,2.494282E+03,1.856343E+03,1.294842E-01,1.640171E-01,3.847680E+03,2.801895E+03,1.997431E-01,2.475622E-01,2.478654E+03,2.055979E+03,1.286729E-01,1.816550E-01
21:40:00,2.357641E+03,3.144489E+03,1.223963E-01,2.778422E-01,4.195271E+03,2.850470E+03,2.177871E-01,2.518541E-01,2.494288E+03,1.841703E+03,1.294845E-01,1.627235E-01,3.847689E+03,2.778976E+03,1.997436E-01,2.455373E-01,2.478660E+03,2.029685E+03,1.286732E-01,1.793321E-01
21:50:00,2.357645E+03,3.133039E+03,1.223965E-01,2.768306E-01,4.195279E+03,2.828002E+03,2.177875E-01,2.498689E-01,2.494294E+03,1.827407E+03,1.294848E-01,1.614605E-01,3.847698E+03,2.757468E+03,1.997440E-01,2.436371E-01,2.478666E+03,2.006293E+03,1.286735E-01,1.772654E-01
22:00:00,2.357649E+03,3.122046E+03,1.223967E-01,2.758593E-01,4.195287E+03,2.806085E+03,2.177879E-01,2.479325E-01,2.494299E+03,1.813365E+03,1.294850E-01,1.602198E-01,3.847706E+03,2.736981E+03,1.997444E-01,2.418271E-01,2.478671E+03,1.985023E+03,1.286737E-01,1.753862E-01
22:10:00,2.357653E+03,3.111375E+03,1.223969E-01,2.749164E-01,4.195294E+03,2.784829E+03,2.177883E-01,2.460544E-01,2.494303E+03,1.799662E+03,1.294853E-01,1.590091E-01,3.847713E+03,2.717464E+03,1.997448E-01,2.401026E-01,2.478676E+03,1.965471E+03,1.286740E-01,1.736588E-01
22:20:00,2.357656E+03,3.100925E+03,1.223971E-01,2.739931E-01,4.195301E+03,2.764149E+03,2.177886E-01,2.442272E-01,2.494308E+03,1.786255E+03,1.294855E-01,1.578245E-01,3.847720E+03,2.698720E+03,1.997451E-01,2.384466E-01,2.478680E+03,1.947233E+03,1.286742E-01,1.720474E-01
22:30:00,2.357660E+03,3.090626E+03,1.223973E-01,2.730831E-01,4.195308E+03,2.743977E+03,2.177890E-01,2.424450E-01,2.494312E+03,1.773115E+03,1.294857E-01,1.566635E-01,3.847727E+03,2.680606E+03,1.997455E-01,2.368461E-01,2.478684E+03,1.930010E+03,1.286745E-01,1.705257E-01
22:40:00,2.357663E+03,3.080427E+03,1.223975E-01,2.721820E-01,4.195314E+03,2.724269E+03,2.177893E-01,2.407037E-01,2.494316E+03,1.760220E+03,1.294859E-01,1.555242E-01,3.847733E+03,2.663015E+03,1.997458E-01,2.352919E-01,2.478689E+03,1.913579E+03,1.286747E-01,1.690740E-01
22:50:00,2.357667E+03,3.070295E+03,1.223977E-01,2.712868E-01,4.195321E+03,2.704994E+03,2.177896E-01,2.390007E-01,2.494320E+03,1.747558E+03,1.294861E-01,1.544054E-01,3.847739E+03,2.645873E+03,1.997461E-01,2.337773E-01,2.478693E+03,1.897780E+03,1.286749E-01,1.676781E-01
23:00:00,2.357670E+03,3.060206E+03,1.223978E-01,2.703954E-01,4.195327E+03,2.686141E+03,2.177899E-01,2.373349E-01,2.494324E+03,1.735119E+03,1.294863E-01,1.533064E-01,3.847745E+03,2.629126E+03,1.997464E-01,2.322976E-01,2.478696E+03,1.882494E+03,1.286751E-01,1.663276E-01
23:10:00,2.357673E+03,3.050142E+03,1.223980E-01,2.695062E-01,4.195332E+03,2.667449E+03,2.177902E-01,2.356834E-01,2.494328E+03,1.722749E+03,1.294865E-01,1.522135E-01,3.847751E+03,2.612509E+03,1.997467E-01,2.308295E-01,2.478700E+03,1.867480E+03,1.286753E-01,1.650010E-01
23:20:00,2.357676E+03,3.040091E+03,1.223982E-01,2.686181E-01,4.195338E+03,2.648864E+03,2.177905E-01,2.340413E-01,2.494331E+03,1.710443E+03,1.294867E-01,1.511262E-01,3.847756E+03,2.595993E+03,1.997470E-01,2.293702E-01,2.478704E+03,1.852671E+03,1.286755E-01,1.636925E-01
23:30:00,2.357680E+03,3.030046E+03,1.223983E-01,2.677305E-01,4.195344E+03,2.630379E+03,2.177908E-01,2.324081E-01,2.494335E+03,1.698203E+03,1.294869E-01,1.500448E-01,3.847762E+03,2.579564E+03,1.997473E-01,2.279187E-01,2.478707E+03,1.838022E+03,1.286756E-01,1.623983E-01
23:40:00,2.357683E+03,3.019999E+03,1.223985E-01,2.668428E-01,4.195349E+03,2.612020E+03,2.177911E-01,2.307860E-01,2.494338E+03,1.686040E+03,1.294871E-01,1.489701E-01,3.847767E+03,2.563226E+03,1.997476E-01,2.264752E-01,2.478711E+03,1.823506E+03,1.286758E-01,1.611157E-01
23:50:00,2.357686E+03,3.009949E+03,1.223986E-01,2.659548E-01,4.195354E+03,2.593722E+03,2.177914E-01,2.291693E-01,2.494342E+03,1.673965E+03,1.294873E-01,1.479032E-01,3.847772E+03,2.547011E+03,1.997478E-01,2.250425E-01,2.478714E+03,1.809108E+03,1.286760E-01,1.598436E-01
24:00:00,2.357689E+03,2.999891E+03,1.223988E-01,2.650662E-01,4.195359E+03,2.575445E+03,2.177916E-01,2.275544E-01,2.494345E+03,1.661950E+03,1.294874E-01,1.468416E-01,3.847778E+03,2.530852E+03,1.997481E-01,2.236148E-01,2.478717E+03,1.794827E+03,1.286762E-01,1.585818E-01
Peak,2.357689E+03,3.268922E+03,1.223988E-01,2.888377E-01,4.195359E+03,3.739908E+03,2.177916E-01,3.304478E-01,2.494345E+03,3.050650E+03,1.294874E-01,2.695450E-01,3.847778E+03,3.285540E+03,1.997481E-01,2.903016E-01,2.478717E+03,3.462457E+03,1.286762E-01,3.059302E-01

Peak Vol Flow (m3/s),,,1.105153E-01,2.607950E-01,,,1.966467E-01,2.983652E-01,,,1.169157E-01,2.433753E-01,,,1.803549E-01,2.621168E-01,,,1.161832E-01,2.762280E-01
