datetime,month,day,hour,minute,day_of_week,heating_system,heating_ambient,heating_outlet,cooling_system,cooling_ambient,cooling_outlet
1/2/2017 19:00,1,2,19,0,1,1396.3984842497298,3435.2499404386713,16.141406331708783,95.5539483159466,403.8813594010222,22.8974112258823
1/2/2017 20:00,1,2,20,0,2,1228.0711180394792,3098.7520501630847,16.16189442040828,116.67102756457851,774.8891801373388,23.789896502129725
1/2/2017 21:00,1,2,21,0,3,778.9061466633826,2079.8790068938697,16.138182225487572,118.95003073221989,774.8891801373388,23.725427087275637
1/2/2017 22:00,1,2,22,0,4,403.55281722657315,1381.684628898572,16.01831549649448,102.0168345649964,392.00309499007653,22.844376707789618
1/2/2017 23:00,1,2,23,0,5,1579.6798536511487,4301.601729701025,16.006132198709825,98.44669655482654,392.00309499007653,22.78176953186369
1/3/2017 0:00,1,3,0,0,6,1104.5654280133213,2352.5534922341167,16.027802026910145,64.00149711533149,449.38847365030125,22.530575504849526
1/3/2017 1:00,1,3,1,0,0,2259.4701458594277,3351.798631563075,16.063549999538072,51.60998499625927,397.33384976629037,23.215538072127888
1/3/2017 2:00,1,3,2,0,1,2247.6194273388423,3491.766493883869,15.913373419536914,71.64270316890655,313.2930806733842,23.18368941857115
1/3/2017 3:00,1,3,3,0,2,2137.773373429072,3594.7771485263074,15.841378093565483,73.57712979762951,396.07670574915585,23.49915839521893
1/3/2017 4:00,1,3,4,0,3,1889.9242005351437,3242.0037760896303,15.836647797571716,73.57712979762951,396.07670574915585,23.408493525027744
1/3/2017 5:00,1,3,5,0,4,1536.3214116488723,2129.7951936824456,15.922630857683604,62.36234342341785,301.92507815778066,22.598581431477445
1/3/2017 6:00,1,3,6,0,5,1219.899409681547,2314.5424693355817,15.809590437139217,62.36234342341785,302.864787211662,22.528631223144107
1/3/2017 7:00,1,3,7,0,6,3609.626010332479,8244.594015186445,16.093047138218296,64.00149711533149,449.38847365030125,22.530575504849526
1/3/2017 8:00,1,3,8,0,0,2661.159248925849,6440.728258667237,16.086905250916786,112.17892360163827,487.8445939353473,23.00489917763858
1/3/2017 9:00,1,3,9,0,1,1714.8722834311106,4349.553057143555,16.116315655934255,128.61361796835527,488.53951146082176,22.976646028001582
1/3/2017 10:00,1,3,10,0,2,804.6096270951184,1829.6621133540038,16.19141514787082,208.6138296801797,703.5372195276926,23.93334704053201
1/3/2017 11:00,1,3,11,0,3,555.0493358793273,1304.1833894359318,16.1339280350083,234.29185917881483,515.8660058281322,23.68711282576607
1/3/2017 12:00,1,3,12,0,4,878.0423802500253,1794.6063428579657,15.965338680570282,108.88732245434622,321.67371895102235,23.268711235602947
1/3/2017 13:00,1,3,13,0,5,2017.697090994863,4160.8709548127845,16.16659372842939,119.47762639582272,420.66979548695286,23.205174758390342
1/3/2017 14:00,1,3,14,0,6,1385.857638432561,3050.8205887476975,16.077572644597325,181.33427714065735,744.6089949716658,23.479477808089143
1/3/2017 15:00,1,3,15,0,0,629.0913286742268,1407.4519784604622,16.05024916573784,216.5409720275776,1052.4162173062118,22.906291543267425
1/3/2017 16:00,1,3,16,0,1,567.1272377075669,1270.9088648128825,16.096675779490138,174.34981471022635,923.2731038033115,22.97284565058005
1/3/2017 17:00,1,3,17,0,2,580.2704013436347,1244.0720355780613,16.122406273861106,162.67395868963325,823.9818206994672,23.557452586297885
1/3/2017 18:00,1,3,18,0,3,623.6577836624358,1418.298499197965,16.088156490287723,86.15984467838959,502.2574219668029,23.201704922507744
1/3/2017 19:00,1,3,19,0,4,935.1366171490699,1658.4827436337353,15.941591516375025,55.00971682432031,279.64222892568336,23.082750638624805
1/3/2017 20:00,1,3,20,0,5,1394.2577413009733,3089.2788365450597,16.17567121442987,73.77503867577671,390.78918835743826,23.02748246522413
1/3/2017 21:00,1,3,21,0,6,1191.9011964354468,2557.8605328047897,16.22044558437368,106.07585254449873,400.34382097024576,23.033746738412663
1/3/2017 22:00,1,3,22,0,0,543.99714268039,1578.6502501039924,16.069720847792844,129.83949946642113,361.1873690224369,22.649011780452724
1/3/2017 23:00,1,3,23,0,1,600.2123774815319,1419.6003405695542,16.0653140573385,73.38480533060557,285.51291880332417,22.658369369738445
1/4/2017 0:00,1,4,0,0,2,1389.457958951145,3374.8163089394866,15.929605979317492,94.86852938145665,400.15952680586463,23.390451157742106
1/4/2017 1:00,1,4,1,0,3,1329.0466003350123,2679.6322998439227,15.963503546843606,63.566487828609446,343.6195449624827,23.272218932429052
1/4/2017 2:00,1,4,2,0,4,817.0007590192089,2164.542801301984,15.867171988764847,47.344243525361435,280.47024265482213,22.692641991180746
1/4/2017 3:00,1,4,3,0,5,1156.466114650168,1717.553483080809,15.882351809186252,62.36234342341785,302.864787211662,22.528631223144107
1/4/2017 4:00,1,4,4,0,6,1245.2074950339252,2367.329071365413,15.826290439902234,72.1889246415491,445.3441234459654,22.76157523049743
1/4/2017 5:00,1,4,5,0,0,1448.3292478905794,3078.353813485898,16.07331046084578,46.569740680400294,313.22493830029464,22.848452194259107
1/4/2017 6:00,1,4,6,0,1,1491.2534164952788,3210.3268489700463,16.054311576662894,47.22914099042259,235.62009157752934,22.847300747130255
1/4/2017 7:00,1,4,7,0,2,2915.2301220085533,6153.931412922331,16.127219328787163,94.86852938145665,400.15952680586463,23.390451157742106
1/4/2017 8:00,1,4,8,0,3,1809.2169002898747,4828.721952671648,16.18997717404361,132.10482041030951,230.63011047078018,23.72780179190274
1/4/2017 9:00,1,4,9,0,4,1263.7967268310479,3348.2763646608087,15.87893456998537,149.4800293765908,555.6078286461834,22.8477515729445
1/4/2017 10:00,1,4,10,0,5,1506.334770392617,3063.9763517048823,16.038448005298854,148.4130976036676,449.28696428337884,22.99502251738894
1/4/2017 11:00,1,4,11,0,6,1008.4418077028406,2062.7572702083635,16.02845546589602,163.57447931130488,568.5048830695215,23.156438099284586
1/4/2017 12:00,1,4,12,0,0,350.3729257902775,779.4779043791947,16.56423156705896,195.6505229839265,645.1744793932028,23.112999292131896
1/4/2017 13:00,1,4,13,0,1,346.1961988556525,749.5148797978807,16.31067041633707,212.0609040991324,596.9814905868594,23.351421075306316
1/4/2017 14:00,1,4,14,0,2,279.6492668027802,546.2339052656524,16.022316888228012,138.87052989877049,386.66564136882397,23.539668035057694
1/4/2017 15:00,1,4,15,0,3,245.73359981640183,451.37621529970016,16.030247168316595,166.07061056579386,494.1974281510871,23.66727841475806
1/4/2017 16:00,1,4,16,0,4,500.7261670598095,1161.808643448719,15.963762618842038,137.5859743219416,645.1174052261752,23.24553999463684
1/4/2017 17:00,1,4,17,0,5,875.0739776114868,2064.87873996709,16.119048061334226,146.18841350833364,793.9119013436131,23.244772425416944
1/4/2017 18:00,1,4,18,0,6,753.0721085440216,1526.8518333461193,16.03613133324937,88.7643459713627,631.023784162868,23.34304437940524
1/4/2017 19:00,1,4,19,0,0,688.7386059243016,1539.1245552746768,16.095365997507017,47.91965929216765,306.18221491038406,23.049501923240914
1/4/2017 20:00,1,4,20,0,1,532.4246886386844,959.6053292311138,15.91975230053359,69.68064366008997,385.1745096645242,22.97710605325442
1/4/2017 21:00,1,4,21,0,2,519.7419418277176,952.8273880019792,16.008982199444922,69.70478104665145,314.1498807260478,23.600452637217764
1/4/2017 22:00,1,4,22,0,3,479.6603776423171,1042.7208584362388,15.976114692077271,90.41182214663536,350.9274872430064,23.53973171679828
1/4/2017 23:00,1,4,23,0,4,559.4732044243812,1246.6719504360885,15.888313958926837,49.2109906228276,279.44587633448924,23.164849342247056
1/5/2017 0:00,1,5,0,0,5,1064.2596472325088,2404.4557205656356,15.927307392054074,99.6521974141457,361.8770046556919,22.884492864441878
1/5/2017 1:00,1,5,1,0,6,958.3473583917789,2367.30170184174,15.92390047841825,120.33524456905137,476.3097159261101,23.077797027066243
1/5/2017 2:00,1,5,2,0,0,1354.7388929456438,3002.408752680064,16.156681208471802,117.72921929620105,253.02005157327767,23.39099033168496
1/5/2017 3:00,1,5,3,0,1,1279.9318268376248,2884.205372532255,15.896207517228538,87.43951560878722,203.32526084506117,23.330342121107144
1/5/2017 4:00,1,5,4,0,2,1248.2500444639077,2642.0369709051947,16.063814255529504,117.49281010570787,305.9630439984478,23.790579365592123
1/5/2017 5:00,1,5,5,0,3,1139.6873811186258,2107.207936023501,16.08103007969207,106.11483334035483,302.72711467755295,23.622759385115753
1/5/2017 6:00,1,5,6,0,4,1004.532301270273,2061.68736072866,16.020249886791863,88.27422064879268,351.0518231824059,22.923834999061892
1/5/2017 7:00,1,5,7,0,5,2381.909939174058,5799.635768775526,16.079466212816513,99.6521974141457,361.8770046556919,22.884492864441878
1/5/2017 8:00,1,5,8,0,6,1582.0787039310842,4385.284557855711,16.0966973037034,124.65228418401169,375.85272002527745,23.294612501988304
1/5/2017 9:00,1,5,9,0,0,979.1208181823624,2591.79996344873,16.39531265390906,144.33451096706673,479.6159902679071,22.956376129542306
1/5/2017 10:00,1,5,10,0,1,448.49740336021006,832.7206210866789,16.124031756417136,149.12309330430878,391.9833626697311,23.08907758970112
1/5/2017 11:00,1,5,11,0,2,353.63018931627914,754.096026674952,16.049719683673946,166.5574637103038,516.9795588346608,23.077953745836247
1/5/2017 12:00,1,5,12,0,3,353.2256577285474,736.6184844685362,16.01417849505905,167.53236791661894,489.2527093259414,23.100345546614598
1/5/2017 13:00,1,5,13,0,4,556.4703625692867,1057.3593961915155,15.979845736471253,116.87954472635694,596.7301808107402,22.838023173771703
1/5/2017 14:00,1,5,14,0,5,520.1085422602262,1024.563657685748,16.06787707916162,131.5173815893547,477.03900152295904,22.82614513206828
1/5/2017 15:00,1,5,15,0,6,331.3859889580678,804.9475873817344,16.056827566951455,193.19765699793712,720.0125903099982,22.955819406529205
1/5/2017 16:00,1,5,16,0,0,234.68326949617995,498.17990696738883,16.66197823468248,92.49805812812049,176.6045893900626,22.455058739695936
1/5/2017 17:00,1,5,17,0,1,237.66692524202455,395.93245812964193,16.112666751875814,89.89427467530385,182.2418246126032,22.717062319373046
1/5/2017 18:00,1,5,18,0,2,336.5196058517701,625.2879720771,16.005584549248432,106.24958770088772,654.1331083862058,23.37017602500772
1/5/2017 19:00,1,5,19,0,3,563.7746474994859,1305.3274647984317,16.053840068169695,90.41182214663536,350.9274872430064,23.53973171679828
1/5/2017 20:00,1,5,20,0,4,602.8158052162811,1162.5053848287414,15.887262152052562,51.6561822025828,282.80632091922547,23.091478633797667
1/5/2017 21:00,1,5,21,0,5,1208.7212734622722,2761.64678860695,16.10053584824289,61.026350547355335,338.0206670257058,23.02748246522413
1/5/2017 22:00,1,5,22,0,6,967.4597791494463,1685.4957058648622,15.959524102023936,69.00215380467198,510.4507235042098,23.29828799576958
1/5/2017 23:00,1,5,23,0,0,535.3359979397515,1142.9781533425914,15.949624361504014,36.43098157424861,315.6878231461537,23.03009664546314
1/6/2017 0:00,1,6,0,0,1,1171.7387364849246,2313.063428578015,15.951249711643936,86.78762739027921,214.3194282387207,23.296658496222175
1/6/2017 1:00,1,6,1,0,2,1211.4634973206557,2641.9031252938958,16.010620699857757,117.49281010570787,304.72471490535577,23.755826514506076
1/6/2017 2:00,1,6,2,0,3,1145.97041917088,2201.0175776846195,15.998073402317376,77.78098113524244,315.20226871964223,23.206363524063214
1/6/2017 3:00,1,6,3,0,4,1054.965657163829,2461.4299973237053,15.94270954509127,105.34309692813122,416.28856351799305,22.86052306910838
1/6/2017 4:00,1,6,4,0,5,975.1580393101909,3132.2501952095345,15.940490265950869,91.03693284441503,448.08664967128664,22.86187749392705
1/6/2017 5:00,1,6,5,0,6,1040.531577794795,2426.630629716581,15.915476700134231,121.38814069403088,518.3151814041821,23.070165919683678
1/6/2017 6:00,1,6,6,0,0,1312.927991670981,2877.1604376011483,16.26823080780051,106.03702469015576,258.035487201675,23.35400482945512
1/6/2017 7:00,1,6,7,0,1,1648.5222585320107,3924.074851640632,16.194270450518804,78.55229450011554,165.74483797125677,23.382004950767637
1/6/2017 8:00,1,6,8,0,2,1329.3646771349102,2938.905856733201,16.02377895356441,101.96162254760429,205.76931993288795,23.625356715630335
1/6/2017 9:00,1,6,9,0,3,846.8963736398599,2386.561161315345,16.58585380459261,172.40291486611082,415.96724857921316,22.885018679297904
1/6/2017 10:00,1,6,10,0,4,751.0493092461157,1156.2052476655722,17.413327138930246,189.04395225192704,513.2477496331023,21.73076207405304
1/6/2017 11:00,1,6,11,0,5,732.0267076941724,1435.203609539848,17.567570761994947,189.92807049395196,551.764200662272,22.286125797822226
1/6/2017 12:00,1,6,12,0,6,447.89431274895895,1074.2046160894781,17.466490230631564,235.85930246433847,850.6796734870165,22.976313479104498
1/6/2017 13:00,1,6,13,0,0,281.7941325640106,523.0070832417988,17.340677458237458,277.40716713963764,1040.4386895330401,24.41191700908229
1/6/2017 14:00,1,6,14,0,1,137.92650208018398,250.11584822324915,17.505073337458207,230.28138557286192,863.8123500557521,24.638804459844753
1/6/2017 15:00,1,6,15,0,2,114.73233161843027,195.05283690488324,17.458053850241,233.54299608171362,806.5418740752843,24.859174204521022
1/6/2017 16:00,1,6,16,0,3,240.99400043207638,434.136105945497,15.991481816078338,228.8729138197428,985.9752885826235,23.476321608810714
1/6/2017 17:00,1,6,17,0,4,153.9626535265609,264.06832368217766,15.704483850365166,181.40357393778973,622.4429025117588,23.330332015432294
1/6/2017 18:00,1,6,18,0,5,1571.5847623380585,4244.080848338135,16.00503801599035,126.92066344264849,475.82366626361875,22.965882391663076
1/6/2017 19:00,1,6,19,0,6,1328.5219502313078,3413.449028159657,16.0331578207275,140.28973142262475,568.2047577581798,23.13284434538463
1/6/2017 20:00,1,6,20,0,0,680.4978131908501,1478.6883414757106,15.977771599890465,169.84431399979744,638.7308466497925,23.118132882910277
1/6/2017 21:00,1,6,21,0,1,766.8177106512517,1686.5983935236247,15.99328721103178,98.00402007528962,529.3364018341651,23.12749047219599
1/6/2017 22:00,1,6,22,0,2,820.2896843096846,1855.2050714665622,16.01793044970946,112.75573760683905,652.6560288502337,23.79979402934283
1/6/2017 23:00,1,6,23,0,3,251.68655228600758,457.55331505709194,15.790546102386266,109.98812014885003,460.99309605856973,23.51914061225315
1/7/2017 0:00,1,7,0,0,4,256.522719828219,614.5221038883077,15.861851636298642,46.299223463633034,290.6841488926954,22.371540579566037
1/7/2017 1:00,1,7,1,0,5,583.227553053166,1259.1794394670242,15.777268018482452,46.299223463633034,291.6238579465768,22.301590371232702
1/7/2017 2:00,1,7,2,0,6,408.552636839474,1636.0231116219256,15.777142641117326,64.00149711533149,449.38847365030125,22.530575504849526
1/7/2017 3:00,1,7,3,0,0,1277.2496991502344,3434.681035692806,15.874166748520203,64.88694095395277,367.3655753544294,22.97707000237242
1/7/2017 4:00,1,7,4,0,1,1303.5533363733523,3351.0638461394797,15.914850956828895,65.11045031977307,307.3711254227982,22.93327760225211
1/7/2017 5:00,1,7,5,0,2,1223.1165841781876,2278.3780560879695,16.030462485286122,113.62323848231917,442.98619548252566,23.614031549873868
1/7/2017 6:00,1,7,6,0,3,1186.5352227494334,2579.886913546013,16.122591851429917,123.83097112247397,305.5936262949865,23.596542629163373
1/7/2017 7:00,1,7,7,0,4,1201.3627514380996,3265.4621241402524,15.957796498275407,95.36759780101342,342.0739671609846,22.951425908152803
1/7/2017 8:00,1,7,8,0,5,2140.955691971049,6463.961763377107,16.078451630894275,131.0699107171557,629.4796359493861,23.011674539144668
1/7/2017 9:00,1,7,9,0,6,1169.5964186694944,3021.1660630900124,16.028506123268368,133.40311005043972,531.3422079074753,23.102478004024416
1/7/2017 10:00,1,7,10,0,0,423.73813389087053,820.9113196820086,17.356912661844166,172.935107795525,519.5676913536261,22.44728178332526
1/7/2017 11:00,1,7,11,0,1,249.07147908699187,500.93381748570783,17.742807936291157,330.0430180027859,1277.2256874445154,24.577850933087756
1/7/2017 12:00,1,7,12,0,2,250.68597345282083,502.5630215531136,17.629954941558072,321.6647204400172,1147.2185660792384,25.251811557941412
1/7/2017 13:00,1,7,13,0,3,270.08646134527055,515.4622279835763,17.54949727400341,316.76897580350345,1185.0652439679495,25.062493197742057
1/7/2017 14:00,1,7,14,0,4,167.53058751012978,450.315900335166,17.593356013324854,233.72681840139174,820.8497807119292,24.251184757368193
1/7/2017 15:00,1,7,15,0,5,544.7048118103106,1406.4671847950199,16.11211538308903,157.83270308123568,624.6581305884027,23.125556874785502
1/7/2017 16:00,1,7,16,0,6,367.7887692529295,916.4035054198605,15.98886253347823,212.79598288416892,778.9992191373384,23.342063136923187
1/7/2017 17:00,1,7,17,0,0,159.94998676936663,391.46883694695055,15.98173203539608,242.59016642053285,897.2732252753083,22.956183447920672
1/7/2017 18:00,1,7,18,0,1,594.9349170130537,1357.0622073586683,16.01658459933241,62.30103756651797,250.68860240466208,22.291382338735442
1/7/2017 19:00,1,7,19,0,2,654.0953846290813,1700.4169700660725,16.061945759165578,72.65142556813157,382.5912399805855,23.311895155156016
1/7/2017 20:00,1,7,20,0,3,518.3618261483676,933.6517939188001,15.862625144089579,57.25889747795288,354.2458732624055,23.459007613473073
1/7/2017 21:00,1,7,21,0,4,726.5040021312495,1146.010047470151,15.912370724735338,69.40320956747063,341.25086209090813,23.082750638624805
1/7/2017 22:00,1,7,22,0,5,1370.8256609947668,2833.3786334810648,16.016542708942428,69.18631822286513,341.25086209090813,23.05976832380998
1/7/2017 23:00,1,7,23,0,6,1179.633728934941,2115.634371174854,16.028103544965923,94.82314248227223,410.1667783444508,23.231883134530666
1/8/2017 0:00,1,8,0,0,0,1281.8948599075347,3431.349032238287,15.95011018721618,64.88694095395277,367.3655753544294,22.97707000237242
1/8/2017 1:00,1,8,1,0,1,1121.375386246006,2993.367549840135,16.031401149892364,76.55590134148085,312.418724699011,22.93327760225211
1/8/2017 2:00,1,8,2,0,2,1340.4998547960954,3433.32708099667,15.960510506391037,112.59903605810133,414.78900420444353,23.42498436938231
1/8/2017 3:00,1,8,3,0,3,1234.0989848999418,3067.7690458060224,15.88382767346774,86.49917140038413,403.6479448087909,23.358007037550916
1/8/2017 4:00,1,8,4,0,4,816.2692649676751,2118.2326797989604,15.870536927815206,47.344243525361435,290.7190753348641,22.65415213403789
1/8/2017 5:00,1,8,5,0,5,166.01030034404673,232.1648132782369,15.855409242286603,65.75202405701549,332.2109904661799,22.420846559872754
1/8/2017 6:00,1,8,6,0,6,423.10510617200543,1186.4463479597516,15.837161408289296,85.19518984936651,487.20649291171856,22.64983169348957
1/8/2017 7:00,1,8,7,0,0,2584.44128856652,5625.795211264649,16.14301448588716,40.92928063931081,264.24406990912786,22.848452194259107
1/8/2017 8:00,1,8,8,0,1,2032.1363302884824,4736.464993569823,15.999515779944005,84.57065919982709,466.0338181620196,23.0672922900156
1/8/2017 9:00,1,8,9,0,2,1363.4692307638456,3391.077327740094,16.05706434540646,125.34813803477036,661.7310617045189,23.655063340175708
1/8/2017 10:00,1,8,10,0,3,628.3889974215771,1889.3547980917658,16.01459767448802,131.0502405453765,680.4061893386876,23.702997219984518
1/8/2017 11:00,1,8,11,0,4,451.32933204132183,864.7688064743691,15.62538732893113,145.53489643288376,622.999681811891,23.121541691063587
1/8/2017 12:00,1,8,12,0,5,2014.0278297460582,5317.004006717485,15.891052828632013,163.5439174549396,683.5053113588782,23.14384953629162
1/8/2017 13:00,1,8,13,0,6,1072.6770742659032,2553.5464280159713,16.121667067524438,215.09100068683927,926.891077344527,23.459352816015247
1/8/2017 14:00,1,8,14,0,0,368.21816460593004,1019.1433867027077,16.099886112028248,167.8012651691517,765.7427961643097,23.190763570682172
1/8/2017 15:00,1,8,15,0,1,333.9751516354281,867.2598795358939,16.022749706219937,219.00010738260647,863.5664704094888,22.91564913255314
1/8/2017 16:00,1,8,16,0,2,627.9479642849925,1535.2940463403331,16.052405487526578,231.2452067855145,1046.9176332256447,23.885059647355103
1/8/2017 17:00,1,8,17,0,3,583.3741557457321,1303.1125308623646,15.968532180745846,227.72100351807666,921.9475989023824,24.066668686720185
1/8/2017 18:00,1,8,18,0,4,496.19947775228155,1228.3975040774155,15.865545841095779,135.00460118563439,589.3456127968806,23.11823839262856
1/8/2017 19:00,1,8,19,0,5,2174.9071637041184,5505.690838694528,16.13994664217678,122.13703930022704,527.1329304131914,22.95182392355284
1/8/2017 20:00,1,8,20,0,6,1242.3867595058025,3283.559799535487,16.008829687907678,127.69923129029058,432.6097891683134,22.96278995369548
1/8/2017 21:00,1,8,21,0,0,761.131826490757,1564.1417167385912,16.005316493828733,133.8847658494573,366.1176055712741,22.970578333566284
1/8/2017 22:00,1,8,22,0,1,619.2156334613722,1512.7920038660984,15.940464564347803,118.09236750688451,356.17539002482476,22.979935922851997
1/8/2017 23:00,1,8,23,0,2,570.4669115379742,1046.4370582707215,16.063652739274154,50.80068577473805,354.2458732624055,23.523477028327157
1/9/2017 0:00,1,9,0,0,3,1104.446587845832,2191.91490993372,15.948275488042595,90.95600673131825,456.2718423908877,23.4977499966234
1/9/2017 1:00,1,9,1,0,4,965.1064772799739,2428.1165625361346,16.05710120553335,106.47515936035,342.0739671609846,22.923834999061892
1/9/2017 2:00,1,9,2,0,5,1009.3413843121499,2896.12793309678,16.011227327847404,98.71540361615561,363.11533374878394,22.905603901478916
1/9/2017 3:00,1,9,3,0,6,1142.3849149104094,3019.4184714594116,15.898800291911474,120.4513468960408,518.3151814041821,23.032592850223406
1/9/2017 4:00,1,9,4,0,0,1311.1446912603428,3192.2212686351254,15.955631229793678,105.10023089216568,259.273816294767,23.35400482945512
1/9/2017 5:00,1,9,5,0,1,1172.0157481037872,2980.157415262804,16.064098489060854,66.2905662134795,148.18150975665355,23.34504084543802
1/9/2017 6:00,1,9,6,0,2,1329.4690963562978,3403.690107142139,16.014344464255103,166.30214835879525,596.0653447207364,23.58762046654054
