slope,p_value,std_err,intercept,name,spearman,pearson,r_squared,rf_r_squared,r_value
0.997365262615348,0.0,0.00015658893581940858,1156.1503004545812,HeatingElectricity,"SpearmanrResult(correlation=0.9959198242926411, pvalue=0.0)","(0.9990297428586519, 0.0)",0.9980604271162221,0.9980599389230761,0.9990297428586509
0.9955577493750052,0.0,0.00020652230536764106,7164.096568253823,CoolingElectricity,"SpearmanrResult(correlation=0.9952037070785436, pvalue=0.0)","(0.9983079886153373, 0.0)",0.9966188401331998,0.9966175925827627,0.998307988615337
0.9976375520416639,0.0,0.00014593167960134907,17900.222276941873,DistrictCoolingChilledWaterEnergy,"SpearmanrResult(correlation=0.9999592378323652, pvalue=0.0)","(0.999157615912166, 0.0)",0.9983159414352828,0.9983154486548165,0.9991576159121657
0.9993850730276522,0.0,0.00017969436719200664,4110.596299981698,DistrictHeatingHotWaterEnergy,"SpearmanrResult(correlation=0.9999561439571569, pvalue=0.0)","(0.9987280220634147, 0.0)",0.9974576620546992,0.9974531099183384,0.998728022063414
0.9997290045570378,0.0,6.869905510255593e-05,0.0057189973870919175,ETSHeatingOutletTemperature,"SpearmanrResult(correlation=0.9997983902286038, pvalue=0.0)","(0.9998139107411176, 0.0)",0.9996278561114479,0.9996278446523826,0.9998139107411178
0.9997300518669298,0.0,6.886499986942876e-05,0.005822458610960979,ETSCoolingOutletTemperature,"SpearmanrResult(correlation=0.9998004147541111, pvalue=0.0)","(0.999813011290314, 0.0)",0.9996260575454052,0.9996260466500061,0.9998130112903139
