Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity,ElectricityFacility,District Heating Inlet Temperature,District Cooling Inlet Temperature,District Heating Outlet Temperature,District Cooling Outlet Temperature,District Heating Mass Flow Rate,District Cooling Mass Flow Rate,District Heating Hot Water Energy,District Cooling Chilled Water Energy
10/14/2009 19:00,10,14,3,19,0,16.7,63,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/14/2009 20:00,10,14,3,20,0,13.9,78,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/14/2009 21:00,10,14,3,21,0,12.2,86,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/14/2009 22:00,10,14,3,22,0,12.2,86,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/14/2009 23:00,10,14,3,23,0,11.1,93,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 00:00,10,15,4,0,0,10.6,93,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 01:00,10,15,4,1,0,10,93,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 02:00,10,15,4,2,0,8.9,96,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 03:00,10,15,4,3,0,8.9,93,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 04:00,10,15,4,4,0,8.3,96,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 05:00,10,15,4,5,0,8.3,96,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 06:00,10,15,4,6,0,8.3,96,0,0,1.4647e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 07:00,10,15,4,7,0,10.6,93,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 08:00,10,15,4,8,0,16.1,81,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 09:00,10,15,4,9,0,21.1,61,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 10:00,10,15,4,10,0,23.3,55,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 11:00,10,15,4,11,0,25,52,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 12:00,10,15,4,12,0,25.6,49,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 13:00,10,15,4,13,0,27.2,44,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 14:00,10,15,4,14,0,28.3,41,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 15:00,10,15,4,15,0,28.9,40,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 16:00,10,15,4,16,0,27.2,46,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 17:00,10,15,4,17,0,25,54,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 18:00,10,15,4,18,0,21.7,73,0,0,1.23889e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 19:00,10,15,4,19,0,18.9,81,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 20:00,10,15,4,20,0,21.7,55,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 21:00,10,15,4,21,0,20.6,47,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 22:00,10,15,4,22,0,19.4,49,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/15/2009 23:00,10,15,4,23,0,17.8,54,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/16/2009 00:00,10,16,5,0,0,17.2,52,0,0,1.57607e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/16/2009 01:00,10,16,5,1,0,15,58,0,0,1.65154e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
10/16/2009 02:00,10,16,5,2,0,13.3,64,0,0,1.65154e+07,24.3099,24.3099,24.3099,24.3099,0,0,0,0
