Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity,District Heating Inlet Temperature,District Cooling Inlet Temperature,District Heating Outlet Temperature,District Cooling Outlet Temperature,District Heating Mass Flow Rate,District Cooling Mass Flow Rate,District Heating Hot Water Energy,District Cooling Chilled Water Energy,_id,ambient_loop_temperature_setpoint.setpoint_temperature
02/15/2009 04:00,2,15,0,4,0,4.4,53,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 05:00,2,15,0,5,0,3.3,60,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 06:00,2,15,0,6,0,3.9,57,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 07:00,2,15,0,7,0,4.4,55,6.07053e+06,0,15.912,15.912,20,15.912,0.27102,0,1.67345e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 08:00,2,15,0,8,0,5,51,4.69452e+06,0,15.9627,15.9627,20,15.9627,0.200642,0,1.22021e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 09:00,2,15,0,9,0,2.8,86,2.67692e+06,0,15.9627,15.9627,20,15.9627,0.110508,0,6.72049e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 10:00,2,15,0,10,0,2.8,89,1.8778e+06,0,15.9627,15.9627,20,15.9627,0.0746439,0,4.53946e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 11:00,2,15,0,11,0,2.2,93,1.6246e+06,0,15.9627,15.9627,20,15.9627,0.0634273,0,3.85735e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 12:00,2,15,0,12,0,3.9,86,852995,0,15.9626,15.9626,20,15.9626,0.0296856,0,1.80536e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 13:00,2,15,0,13,0,3.9,86,1.57984e+06,0,15.9626,15.9626,20,15.9626,0.0614539,0,3.73742e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 14:00,2,15,0,14,0,3.3,89,647684,0,15.9625,15.9625,20,15.9625,0.020811,0,1.26566e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 15:00,2,15,0,15,0,2.2,96,454820,0,15.9625,15.9625,20,15.9625,0.0125192,0,761386,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 16:00,2,15,0,16,0,2.2,93,315537,0,15.9625,15.9625,20,15.9625,0.00655764,0,398822,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 17:00,2,15,0,17,0,2.8,89,62878.7,0,15.9625,15.9625,20,15.9625,0.00112723,0,68556.2,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 18:00,2,15,0,18,0,2.8,93,1.82955e+06,0,15.9636,15.9636,20,15.9636,0.0725134,0,4.40894e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 19:00,2,15,0,19,0,1.1,96,3.00069e+06,0,15.9624,15.9624,20,15.9624,0.124241,0,7.55623e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 20:00,2,15,0,20,0,1.7,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 21:00,2,15,0,21,0,1.7,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 22:00,2,15,0,22,0,2.2,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/15/2009 23:00,2,15,0,23,0,2.2,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 00:00,2,16,1,0,0,1.7,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 01:00,2,16,1,1,0,2.2,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 02:00,2,16,1,2,0,1.1,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 03:00,2,16,1,3,0,1.1,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 04:00,2,16,1,4,0,0,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 05:00,2,16,1,5,0,-0.6,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 06:00,2,16,1,6,0,0,100,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 07:00,2,16,1,7,0,0.6,100,5.42631e+06,0,15.9047,15.9047,20,15.9047,0.243918,0,1.50878e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 08:00,2,16,1,8,0,0,100,5.94218e+06,0,15.9624,15.9624,20,15.9624,0.259548,0,1.57854e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 09:00,2,16,1,9,0,-0.6,100,3.06778e+06,0,15.9625,15.9625,20,15.9625,0.128259,0,7.80045e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 10:00,2,16,1,10,0,0,100,2.26057e+06,0,15.9625,15.9625,20,15.9625,0.0917092,0,5.57761e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 11:00,2,16,1,11,0,1.1,100,1.75094e+06,0,15.9624,15.9624,20,15.9624,0.0689941,0,4.19614e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 12:00,2,16,1,12,0,3.3,93,1.27978e+06,0,15.9624,15.9624,20,15.9624,0.0482509,0,2.93459e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 13:00,2,16,1,13,0,5,73,1.19331e+06,0,15.9623,15.9623,20,15.9623,0.0467178,0,2.84138e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 14:00,2,16,1,14,0,6.1,68,412477,0,15.9623,15.9623,20,15.9623,0.0126649,0,770283,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 15:00,2,16,1,15,0,6.7,65,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 16:00,2,16,1,16,0,7.2,61,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 17:00,2,16,1,17,0,7.2,58,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 18:00,2,16,1,18,0,6.1,63,601973,0,15.9652,15.9652,20,15.9652,0.0227028,0,1.37978e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 19:00,2,16,1,19,0,4.4,73,1.37869e+06,0,15.9638,15.9638,20,15.9638,0.0540097,0,3.2837e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 20:00,2,16,1,20,0,3.9,70,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 21:00,2,16,1,21,0,0,85,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 22:00,2,16,1,22,0,-1.1,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/16/2009 23:00,2,16,1,23,0,0,85,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 00:00,2,17,2,0,0,-1.7,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 01:00,2,17,2,1,0,-1.1,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 02:00,2,17,2,2,0,-1.1,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 03:00,2,17,2,3,0,-1.7,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 04:00,2,17,2,4,0,-2.2,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 05:00,2,17,2,5,0,-2.2,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 06:00,2,17,2,6,0,-1.1,89,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 07:00,2,17,2,7,0,0,85,6.51056e+06,0,15.9075,15.9075,20,15.9075,0.281188,0,1.7384e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 08:00,2,17,2,8,0,0,85,5.3987e+06,0,15.9625,15.9625,20,15.9625,0.233788,0,1.42186e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 09:00,2,17,2,9,0,0.6,85,2.48177e+06,0,15.9625,15.9625,20,15.9625,0.10183,0,6.1931e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 10:00,2,17,2,10,0,4.4,65,892573,0,15.9625,15.9625,20,15.9625,0.0336441,0,2.04617e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 11:00,2,17,2,11,0,5.6,63,539179,0,15.9625,15.9625,20,15.9625,0.0198023,0,1.20434e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 12:00,2,17,2,12,0,6.7,65,397005,0,15.9624,15.9624,20,15.9624,0.0136238,0,828589,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 13:00,2,17,2,13,0,7.2,61,713327,0,15.9627,15.9627,20,15.9627,0.0257266,0,1.56456e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 14:00,2,17,2,14,0,7.8,61,47235.3,0,15.9625,15.9625,20,15.9625,0.000320494,0,19491.6,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 15:00,2,17,2,15,0,8.3,58,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 16:00,2,17,2,16,0,8.3,54,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 17:00,2,17,2,17,0,8.3,54,0,0,15.9625,15.9625,15.9625,15.9625,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 18:00,2,17,2,18,0,7.2,61,400741,0,15.9654,15.9654,20,15.9654,0.0139711,0,849017,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 19:00,2,17,2,19,0,5,73,1.07457e+06,0,15.964,15.964,20,15.964,0.0415676,0,2.52714e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 20:00,2,17,2,20,0,5,76,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 21:00,2,17,2,21,0,4.4,76,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 22:00,2,17,2,22,0,3.3,86,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/17/2009 23:00,2,17,2,23,0,2.2,89,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 00:00,2,18,3,0,0,2.2,89,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 01:00,2,18,3,1,0,1.1,96,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 02:00,2,18,3,2,0,1.1,96,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 03:00,2,18,3,3,0,0.6,96,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 04:00,2,18,3,4,0,-0.6,100,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 05:00,2,18,3,5,0,-1.1,100,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 06:00,2,18,3,6,0,-1.7,92,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 07:00,2,18,3,7,0,-2.2,92,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 08:00,2,18,3,8,0,-2.8,92,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 09:00,2,18,3,9,0,-1.7,92,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 10:00,2,18,3,10,0,1.1,76,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 11:00,2,18,3,11,0,2.2,67,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 12:00,2,18,3,12,0,3.3,55,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 13:00,2,18,3,13,0,5,49,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 14:00,2,18,3,14,0,5,41,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 15:00,2,18,3,15,0,6.1,38,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 16:00,2,18,3,16,0,6.7,37,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 17:00,2,18,3,17,0,5.6,38,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 18:00,2,18,3,18,0,5,41,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 19:00,2,18,3,19,0,3.3,50,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 20:00,2,18,3,20,0,2.8,52,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 21:00,2,18,3,21,0,1.1,59,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 22:00,2,18,3,22,0,1.7,57,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/18/2009 23:00,2,18,3,23,0,0,64,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 00:00,2,19,4,0,0,-1.1,72,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 01:00,2,19,4,1,0,-2.2,82,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 02:00,2,19,4,2,0,-2.2,82,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 03:00,2,19,4,3,0,-3.3,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 04:00,2,19,4,4,0,-3.9,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 05:00,2,19,4,5,0,-3.3,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 06:00,2,19,4,6,0,-2.8,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 07:00,2,19,4,7,0,-2.8,81,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 08:00,2,19,4,8,0,-3.3,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 09:00,2,19,4,9,0,-1.7,82,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 10:00,2,19,4,10,0,1.1,73,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 11:00,2,19,4,11,0,3.3,57,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 12:00,2,19,4,12,0,4.4,55,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 13:00,2,19,4,13,0,5,53,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 14:00,2,19,4,14,0,6.7,47,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 15:00,2,19,4,15,0,6.1,43,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 16:00,2,19,4,16,0,6.7,40,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 17:00,2,19,4,17,0,6.7,42,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 18:00,2,19,4,18,0,5.6,47,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 19:00,2,19,4,19,0,3.9,57,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 20:00,2,19,4,20,0,2.2,64,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 21:00,2,19,4,21,0,1.7,62,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 22:00,2,19,4,22,0,-1.1,78,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/19/2009 23:00,2,19,4,23,0,-2.2,82,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 00:00,2,20,5,0,0,-2.2,75,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 01:00,2,20,5,1,0,-3.3,78,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 02:00,2,20,5,2,0,-3.3,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 03:00,2,20,5,3,0,-4.4,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 04:00,2,20,5,4,0,-5.6,85,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 05:00,2,20,5,5,0,-5,81,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 06:00,2,20,5,6,0,-4.4,75,0,0,15.9633,15.9633,15.9633,15.9633,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 07:00,2,20,5,7,0,-3.9,72,1.32696e+07,0,15.9103,15.9103,20,15.9103,0.438874,0,2.71108e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 08:00,2,20,5,8,0,-4.4,75,1.0204e+07,0,15.9628,15.9628,20,15.9628,0.469865,0,2.85743e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 09:00,2,20,5,9,0,-2.8,78,6.07979e+06,0,15.9628,15.9628,20,15.9628,0.267236,0,1.62516e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 10:00,2,20,5,10,0,1.1,59,3.39072e+06,0,15.9628,15.9628,20,15.9628,0.142895,0,8.69e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 11:00,2,20,5,11,0,2.8,46,2.34195e+06,0,15.9627,15.9627,20,15.9627,0.0991617,0,6.03044e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 12:00,2,20,5,12,0,3.3,44,1.97002e+06,0,15.9628,15.9628,20,15.9628,0.0803332,0,4.88533e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 13:00,2,20,5,13,0,4.4,45,2.44974e+06,0,15.9627,15.9627,20,15.9627,0.101408,0,6.16718e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 14:00,2,20,5,14,0,5,45,1.42727e+06,0,15.9627,15.9627,20,15.9627,0.0574555,0,3.49415e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 15:00,2,20,5,15,0,6.1,43,816619,0,15.9627,15.9627,20,15.9627,0.0306284,0,1.86266e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 16:00,2,20,5,16,0,6.7,40,467236,0,15.9627,15.9627,20,15.9627,0.0185909,0,1.13061e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 17:00,2,20,5,17,0,6.1,43,345886,0,15.9627,15.9627,20,15.9627,0.0132344,0,804856,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 18:00,2,20,5,18,0,5,47,1.1223e+06,0,15.9632,15.9632,20,15.9632,0.0459868,0,2.79631e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 19:00,2,20,5,19,0,3.3,50,2.14349e+06,0,15.9632,15.9632,20,15.9632,0.0882885,0,5.36859e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 20:00,2,20,5,20,0,2.2,57,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 21:00,2,20,5,21,0,-2.8,81,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 22:00,2,20,5,22,0,-3.3,85,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/20/2009 23:00,2,20,5,23,0,-3.3,85,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 00:00,2,21,6,0,0,-2.2,78,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 01:00,2,21,6,1,0,-2.8,81,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 02:00,2,21,6,2,0,-2.2,78,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 03:00,2,21,6,3,0,-2.2,75,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 04:00,2,21,6,4,0,-1.7,66,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 05:00,2,21,6,5,0,-1.1,61,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 06:00,2,21,6,6,0,-1.7,69,0,0,15.9627,15.9627,15.9627,15.9627,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 07:00,2,21,6,7,0,-1.7,69,8.84133e+06,0,15.9114,15.9114,20,15.9114,0.336399,0,2.07746e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
02/21/2009 08:00,2,21,6,8,0,-2.2,72,6.52433e+06,0,15.9627,15.9627,20,15.9627,0.287438,0,1.74804e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
