Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity,District Heating Inlet Temperature,District Cooling Inlet Temperature,District Heating Outlet Temperature,District Cooling Outlet Temperature,District Heating Mass Flow Rate,District Cooling Mass Flow Rate,District Heating Hot Water Energy,District Cooling Chilled Water Energy,_id,ambient_loop_temperature_setpoint.setpoint_temperature
01/02/2009 00:00,1,2,5,0,0,-3.3,78,578322,0,15.517,15.517,20,15.517,0.0215987,0,1.45865e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 01:00,1,2,5,1,0,-2.8,78,399980,0,15.517,15.517,20,15.517,0.0133489,0,901510,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 02:00,1,2,5,2,0,-3.3,85,584575,0,15.517,15.517,20,15.517,0.0218805,0,1.47769e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 03:00,1,2,5,3,0,-2.8,81,580803,0,15.517,15.517,20,15.517,0.0217035,0,1.46574e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 04:00,1,2,5,4,0,-2.2,78,0,0,15.517,15.517,15.517,15.517,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 05:00,1,2,5,5,0,-3.9,81,426451,0,15.5192,15.5192,20,15.5192,0.0145446,0,981777,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 06:00,1,2,5,6,0,-6.7,92,756146,0,15.5196,15.5196,20,15.5196,0.0278113,0,1.87712e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 07:00,1,2,5,7,0,-6.1,92,1.94003e+07,0,15.8999,15.8999,20,15.8999,0.650495,0,4.03374e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 08:00,1,2,5,8,0,-6.7,92,1.90007e+07,0,15.9629,15.9629,20,15.9629,0.855411,0,5.20185e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 09:00,1,2,5,9,0,-3.3,75,1.41965e+07,0,15.9629,15.9629,20,15.9629,0.680048,0,4.13546e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 10:00,1,2,5,10,0,-2.2,75,1.15632e+07,0,15.9629,15.9629,20,15.9629,0.539375,0,3.28002e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 11:00,1,2,5,11,0,-5,81,9.66347e+06,0,15.9629,15.9629,20,15.9629,0.441686,0,2.68598e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 12:00,1,2,5,12,0,-3.9,81,8.71491e+06,0,15.9629,15.9629,20,15.9629,0.393821,0,2.39491e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 13:00,1,2,5,13,0,-2.2,78,8.93905e+06,0,15.9628,15.9628,20,15.9628,0.404863,0,2.46208e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 14:00,1,2,5,14,0,-1.7,72,7.02012e+06,0,15.9628,15.9628,20,15.9628,0.310444,0,1.8879e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 15:00,1,2,5,15,0,-1.7,78,6.12035e+06,0,15.9628,15.9628,20,15.9628,0.267273,0,1.62537e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 16:00,1,2,5,16,0,-1.7,82,5.7111e+06,0,15.9627,15.9627,20,15.9627,0.248032,0,1.50839e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 17:00,1,2,5,17,0,-1.7,82,5.33443e+06,0,15.9627,15.9627,20,15.9627,0.230453,0,1.4015e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 18:00,1,2,5,18,0,0,75,7.40839e+06,0,15.9626,15.9626,20,15.9626,0.329366,0,2.00306e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 19:00,1,2,5,19,0,1.1,73,8.45971e+06,0,15.9626,15.9626,20,15.9626,0.380986,0,2.31701e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 20:00,1,2,5,20,0,1.7,73,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 21:00,1,2,5,21,0,2.2,73,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 22:00,1,2,5,22,0,3.9,65,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/02/2009 23:00,1,2,5,23,0,3.3,70,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 00:00,1,3,6,0,0,-1.7,96,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 01:00,1,3,6,1,0,-0.6,96,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 02:00,1,3,6,2,0,0.6,89,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 03:00,1,3,6,3,0,-1.1,96,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 04:00,1,3,6,4,0,-6.7,92,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 05:00,1,3,6,5,0,-6.1,92,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 06:00,1,3,6,6,0,-6.1,96,0,0,15.9626,15.9626,15.9626,15.9626,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 07:00,1,3,6,7,0,-4.4,96,1.44565e+07,0,15.9107,15.9107,20,15.9107,0.478573,0,2.95664e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 08:00,1,3,6,8,0,-6.7,92,1.10462e+07,0,15.9628,15.9628,20,15.9628,0.512848,0,3.11882e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 09:00,1,3,6,9,0,-3.9,96,7.84808e+06,0,15.9628,15.9628,20,15.9628,0.351683,0,2.13871e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 10:00,1,3,6,10,0,-3.3,92,5.29136e+06,0,15.9628,15.9628,20,15.9628,0.228893,0,1.39199e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 11:00,1,3,6,11,0,-0.6,82,4.26169e+06,0,15.9627,15.9627,20,15.9627,0.180821,0,1.09965e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 12:00,1,3,6,12,0,2.2,73,2.85843e+06,0,15.9627,15.9627,20,15.9627,0.117524,0,7.14719e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 13:00,1,3,6,13,0,3.9,57,3.87625e+06,0,15.9627,15.9627,20,15.9627,0.162847,0,9.9036e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 14:00,1,3,6,14,0,3.3,67,2.32949e+06,0,15.9627,15.9627,20,15.9627,0.0951669,0,5.78759e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 15:00,1,3,6,15,0,3.9,65,2.23974e+06,0,15.9626,15.9626,20,15.9626,0.0908881,0,5.52741e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 16:00,1,3,6,16,0,4.4,51,1.74782e+06,0,15.9626,15.9626,20,15.9626,0.0690994,0,4.20235e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 17:00,1,3,6,17,0,3.3,55,1.16523e+06,0,15.9626,15.9626,20,15.9626,0.0456944,0,2.77898e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 18:00,1,3,6,18,0,-1.1,78,3.88055e+06,0,15.9636,15.9636,20,15.9636,0.162987,0,9.90998e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 19:00,1,3,6,19,0,-3.9,85,5.64405e+06,0,15.9625,15.9625,20,15.9625,0.244983,0,1.48995e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 20:00,1,3,6,20,0,-6.1,88,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 21:00,1,3,6,21,0,-7.2,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 22:00,1,3,6,22,0,-6.7,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/03/2009 23:00,1,3,6,23,0,-7.2,88,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 00:00,1,4,0,0,0,-10,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 01:00,1,4,0,1,0,-7.8,88,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 02:00,1,4,0,2,0,-7.8,88,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 03:00,1,4,0,3,0,-7.2,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 04:00,1,4,0,4,0,-6.7,84,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 05:00,1,4,0,5,0,-6.1,78,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 06:00,1,4,0,6,0,-6.1,78,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 07:00,1,4,0,7,0,-7.2,77,1.53818e+07,0,15.9152,15.9152,20,15.9152,0.53408,0,3.29585e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 08:00,1,4,0,8,0,-6.7,78,1.0702e+07,0,15.9627,15.9627,20,15.9627,0.495753,0,3.01488e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 09:00,1,4,0,9,0,-6.7,74,7.72341e+06,0,15.9628,15.9628,20,15.9628,0.346505,0,2.10723e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 10:00,1,4,0,10,0,-6.7,74,5.78032e+06,0,15.9628,15.9628,20,15.9628,0.25259,0,1.5361e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 11:00,1,4,0,11,0,-6.1,74,5.32884e+06,0,15.9628,15.9628,20,15.9628,0.231282,0,1.40651e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 12:00,1,4,0,12,0,-6.7,74,4.16967e+06,0,15.9628,15.9628,20,15.9628,0.177092,0,1.07697e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 13:00,1,4,0,13,0,-6.7,78,4.48851e+06,0,15.9627,15.9627,20,15.9627,0.191694,0,1.16579e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 14:00,1,4,0,14,0,-5.6,74,2.90157e+06,0,15.9627,15.9627,20,15.9627,0.121358,0,7.38036e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 15:00,1,4,0,15,0,-4.4,72,2.72942e+06,0,15.9626,15.9626,20,15.9626,0.11313,0,6.88008e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 16:00,1,4,0,16,0,-4.4,69,2.41328e+06,0,15.9626,15.9626,20,15.9626,0.0988885,0,6.01404e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 17:00,1,4,0,17,0,-5,75,2.59808e+06,0,15.9625,15.9625,20,15.9625,0.107019,0,6.50857e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 18:00,1,4,0,18,0,-5.6,81,4.99073e+06,0,15.9631,15.9631,20,15.9631,0.214708,0,1.30562e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 19:00,1,4,0,19,0,-5,78,6.3455e+06,0,15.9624,15.9624,20,15.9624,0.278393,0,1.69316e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 20:00,1,4,0,20,0,-3.9,78,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 21:00,1,4,0,21,0,-5,81,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 22:00,1,4,0,22,0,-3.3,75,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/04/2009 23:00,1,4,0,23,0,-3.9,81,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 00:00,1,5,1,0,0,-3.3,78,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 01:00,1,5,1,1,0,-3.9,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 02:00,1,5,1,2,0,-3.9,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 03:00,1,5,1,3,0,-3.9,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 04:00,1,5,1,4,0,-3.9,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 05:00,1,5,1,5,0,-3.3,92,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 06:00,1,5,1,6,0,-3.3,96,0,0,15.9624,15.9624,15.9624,15.9624,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 07:00,1,5,1,7,0,-1.7,92,1.1052e+07,0,15.9081,15.9081,20,15.9081,0.390873,0,2.41609e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 08:00,1,5,1,8,0,-1.1,92,9.73184e+06,0,15.9626,15.9626,20,15.9626,0.445729,0,2.71074e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 09:00,1,5,1,9,0,-2.2,96,6.76879e+06,0,15.9627,15.9627,20,15.9627,0.299731,0,1.82283e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 10:00,1,5,1,10,0,-2.2,100,5.1463e+06,0,15.9627,15.9627,20,15.9627,0.222492,0,1.35309e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 11:00,1,5,1,11,0,-1.1,92,4.12621e+06,0,15.9626,15.9626,20,15.9626,0.174845,0,1.06333e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 12:00,1,5,1,12,0,0.6,82,3.49377e+06,0,15.9627,15.9627,20,15.9627,0.145874,0,8.87138e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 13:00,1,5,1,13,0,0,89,3.85671e+06,0,15.9626,15.9626,20,15.9626,0.162026,0,9.85387e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 14:00,1,5,1,14,0,0,85,2.74285e+06,0,15.9626,15.9626,20,15.9626,0.11348,0,6.90143e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 15:00,1,5,1,15,0,0.6,85,2.08916e+06,0,15.9625,15.9625,20,15.9625,0.0841105,0,5.11539e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 16:00,1,5,1,16,0,0.6,85,2.04106e+06,0,15.9625,15.9625,20,15.9625,0.081896,0,4.98077e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 17:00,1,5,1,17,0,0,89,1.98704e+06,0,15.9624,15.9624,20,15.9624,0.0795079,0,4.83559e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 18:00,1,5,1,18,0,0,92,4.13087e+06,0,15.9625,15.9625,20,15.9625,0.174785,0,1.063e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 19:00,1,5,1,19,0,0,92,5.43164e+06,0,15.9623,15.9623,20,15.9623,0.234856,0,1.42842e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 20:00,1,5,1,20,0,-0.6,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 21:00,1,5,1,21,0,0,92,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 22:00,1,5,1,22,0,-0.6,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/05/2009 23:00,1,5,1,23,0,0,92,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 00:00,1,6,2,0,0,0,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 01:00,1,6,2,1,0,-1.7,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 02:00,1,6,2,2,0,-1.7,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 03:00,1,6,2,3,0,-1.7,100,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 04:00,1,6,2,4,0,-2.8,100,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 05:00,1,6,2,5,0,-6.1,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 06:00,1,6,2,6,0,-6.1,96,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 07:00,1,6,2,7,0,-3.9,96,1.02453e+07,0,15.9045,15.9045,20,15.9045,0.376914,0,2.33187e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 08:00,1,6,2,8,0,-2.8,96,8.67915e+06,0,15.9625,15.9625,20,15.9625,0.392658,0,2.38803e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 09:00,1,6,2,9,0,-2.8,89,6.01069e+06,0,15.9626,15.9626,20,15.9626,0.263594,0,1.60308e+07,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 10:00,1,6,2,10,0,-2.8,85,3.4999e+06,0,15.9626,15.9626,20,15.9626,0.146582,0,8.91458e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 11:00,1,6,2,11,0,-0.6,79,2.05256e+06,0,15.9626,15.9626,20,15.9626,0.0858467,0,5.22089e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 12:00,1,6,2,12,0,1.7,64,1.79082e+06,0,15.9626,15.9626,20,15.9626,0.0737871,0,4.4875e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 13:00,1,6,2,13,0,2.2,62,2.2265e+06,0,15.9625,15.9625,20,15.9625,0.0927169,0,5.63881e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 14:00,1,6,2,14,0,2.2,62,1.54198e+06,0,15.9625,15.9625,20,15.9625,0.0623473,0,3.79184e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 15:00,1,6,2,15,0,2.8,65,949730,0,15.9625,15.9625,20,15.9625,0.0362729,0,2.20606e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 16:00,1,6,2,16,0,2.8,59,675149,0,15.9624,15.9624,20,15.9624,0.0259863,0,1.58046e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 17:00,1,6,2,17,0,1.7,64,578804,0,15.9624,15.9624,20,15.9624,0.0217374,0,1.32206e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 18:00,1,6,2,18,0,-1.1,78,2.14261e+06,0,15.9634,15.9634,20,15.9634,0.0881969,0,5.36281e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 19:00,1,6,2,19,0,-3.3,85,3.37823e+06,0,15.9627,15.9627,20,15.9627,0.141548,0,8.60828e+06,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 20:00,1,6,2,20,0,-3.3,78,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
01/06/2009 21:00,1,6,2,21,0,-8.3,84,0,0,15.9623,15.9623,15.9623,15.9623,0,0,0,0,08dbc189-e862-47cc-928b-26a7adfbcc58,20.0
