Time,CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Tot Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Tot Cool Cap [W]
01:00:00,7.755771E-02,1.004420E+03,6.795540E-01,7.822698E+03,9.742736E+03,9.526778E-02,3.578245E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.614155E+02,5.616149E-01,6.447479E+03,8.092607E+03,2.054737E-01,5.242127E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.516815E+02,3.577578E-01,4.098827E+03,5.089412E+03,1.280582E-01,3.226798E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.614155E+02,5.686806E-01,6.526222E+03,8.166147E+03,1.962909E-01,5.067805E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.516815E+02,3.687275E-01,4.221050E+03,5.214315E+03,1.280582E-01,3.226798E+03,3.487722E-02,0.000000E+00,0.000000E+00
02:00:00,7.755771E-02,1.035906E+03,6.751969E-01,7.742631E+03,9.660920E+03,9.527093E-02,3.578305E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.852836E+02,5.542456E-01,6.341473E+03,7.986118E+03,2.054782E-01,5.242211E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.658404E+02,3.523082E-01,4.023932E+03,5.013954E+03,1.280610E-01,3.226851E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.852836E+02,5.615609E-01,6.422997E+03,8.062410E+03,1.962953E-01,5.067887E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.658404E+02,3.627240E-01,4.139983E+03,5.132637E+03,1.280610E-01,3.226851E+03,3.487722E-02,0.000000E+00,0.000000E+00
03:00:00,7.755771E-02,1.059520E+03,6.709184E-01,7.671336E+03,9.588112E+03,9.527385E-02,3.578360E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.031847E+02,5.474262E-01,6.247580E+03,7.891182E+03,2.054820E-01,5.242283E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.764595E+02,3.472213E-01,3.956629E+03,4.945728E+03,1.280634E-01,3.226896E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.031847E+02,5.548590E-01,6.330413E+03,7.968712E+03,1.962990E-01,5.067958E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.764595E+02,3.570266E-01,4.065879E+03,5.057477E+03,1.280634E-01,3.226896E+03,3.487722E-02,0.000000E+00,0.000000E+00
04:00:00,7.755771E-02,1.083134E+03,6.667338E-01,7.601094E+03,9.516389E+03,9.527659E-02,3.578412E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.210858E+02,5.407252E-01,6.155013E+03,7.796419E+03,2.054853E-01,5.242348E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.870786E+02,3.422572E-01,3.890698E+03,4.878262E+03,1.280654E-01,3.226936E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.210858E+02,5.482481E-01,6.238849E+03,7.874962E+03,1.963023E-01,5.068021E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.870786E+02,3.514459E-01,3.993077E+03,4.982943E+03,1.280654E-01,3.226936E+03,3.487722E-02,0.000000E+00,0.000000E+00
05:00:00,7.755771E-02,1.098877E+03,6.626733E-01,7.540107E+03,9.454109E+03,9.527918E-02,3.578462E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.330198E+02,5.346096E-01,6.074939E+03,7.714690E+03,2.054885E-01,5.242408E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.941581E+02,3.376826E-01,3.832648E+03,4.819017E+03,1.280674E-01,3.226973E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.330198E+02,5.421338E-01,6.158790E+03,7.793189E+03,1.963054E-01,5.068080E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.941581E+02,3.462756E-01,3.928391E+03,4.916889E+03,1.280674E-01,3.226973E+03,3.487722E-02,0.000000E+00,0.000000E+00
06:00:00,7.755771E-02,1.083134E+03,6.588205E-01,7.512921E+03,9.426306E+03,9.528165E-02,3.578508E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.210858E+02,5.304755E-01,6.040809E+03,7.681598E+03,2.054914E-01,5.242464E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.870786E+02,3.342993E-01,3.802030E+03,4.788719E+03,1.280692E-01,3.227007E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,8.210858E+02,5.376706E-01,6.120993E+03,7.755954E+03,1.963083E-01,5.068134E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.870786E+02,3.423313E-01,3.891522E+03,4.880183E+03,1.280692E-01,3.227007E+03,3.487722E-02,0.000000E+00,0.000000E+00
07:00:00,7.755771E-02,1.028034E+03,6.577023E-01,7.555559E+03,9.471611E+03,9.528399E-02,3.578553E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.793166E+02,5.436940E-01,6.229836E+03,7.893730E+03,2.054942E-01,5.242516E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.623006E+02,4.252097E-01,4.839627E+03,5.948244E+03,1.280708E-01,3.227039E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,7.793166E+02,5.828905E-01,6.666545E+03,8.366061E+03,1.963109E-01,5.068185E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.623006E+02,3.483006E-01,3.982798E+03,4.983511E+03,1.280708E-01,3.227039E+03,3.487722E-02,0.000000E+00,0.000000E+00
08:00:00,7.755771E-02,8.942208E+02,6.575524E-01,7.687767E+03,9.607412E+03,9.528622E-02,3.578595E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,6.778772E+02,5.626393E-01,6.542372E+03,8.181412E+03,1.949764E-01,5.042857E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.021255E+02,4.948813E-01,5.675810E+03,6.742219E+03,1.213688E-01,3.099814E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,6.778772E+02,5.836131E-01,6.776040E+03,8.408214E+03,1.862580E-01,4.877351E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,4.021255E+02,3.569573E-01,4.139436E+03,5.121366E+03,1.213688E-01,3.099814E+03,3.487722E-02,0.000000E+00,0.000000E+00
09:00:00,7.755771E-02,7.446644E+02,6.580883E-01,7.843478E+03,9.766313E+03,9.528836E-02,3.578636E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,5.645038E+02,5.875124E-01,6.933232E+03,8.501441E+03,1.949778E-01,5.042877E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,3.348709E+02,5.324871E-01,6.162510E+03,7.144409E+03,1.213696E-01,3.099824E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,5.645038E+02,5.877665E-01,6.936106E+03,8.489370E+03,1.862594E-01,4.877371E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,3.348709E+02,3.696468E-01,4.348298E+03,5.283904E+03,1.213696E-01,3.099824E+03,3.487722E-02,0.000000E+00,0.000000E+00
10:00:00,7.755771E-02,6.108508E+02,6.600836E-01,7.999586E+03,9.926113E+03,9.529036E-02,3.578674E+03,7.755771E-02,0.000000E+00,0.000000E+00,5.879376E-02,4.630645E+02,6.053613E-01,7.233760E+03,8.780841E+03,1.949791E-01,5.042857E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,2.746958E+02,5.284858E-01,6.178405E+03,7.132001E+03,1.213705E-01,3.099811E+03,3.487722E-02,0.000000E+00,0.000000E+00,5.879376E-02,4.630645E+02,6.032679E-01,7.210456E+03,8.752191E+03,1.862606E-01,4.877353E+03,5.879376E-02,0.000000E+00,0.000000E+00,3.487722E-02,2.746958E+02,3.789553E-01,4.512318E+03,5.435950E+03,1.213705E-01,3.099811E+03,3.487722E-02,0.000000E+00,0.000000E+00
