Date Time,Month,Day,Day of Week,Hour,Minute,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,HeatingElectricity,CoolingElectricity
12/03/2009 16:00,12,3,4,16,0,18.3,61,0,3.09355e+07
12/03/2009 17:00,12,3,4,17,0,15.6,72,0,1.70111e+07
12/03/2009 18:00,12,3,4,18,0,13.3,83,0,3.07104e+06
12/03/2009 19:00,12,3,4,19,0,12.2,86,0,481898
12/03/2009 20:00,12,3,4,20,0,13.3,83,0,0
12/03/2009 21:00,12,3,4,21,0,12.2,93,0,0
12/03/2009 22:00,12,3,4,22,0,11.7,93,0,0
12/03/2009 23:00,12,3,4,23,0,11.1,96,0,0
12/04/2009 00:00,12,4,5,0,0,11.7,93,0,0
12/04/2009 01:00,12,4,5,1,0,12.8,93,0,0
12/04/2009 02:00,12,4,5,2,0,13.3,93,0,0
12/04/2009 03:00,12,4,5,3,0,13.3,96,0,0
12/04/2009 04:00,12,4,5,4,0,13.9,93,0,0
12/04/2009 05:00,12,4,5,5,0,13.9,93,0,0
12/04/2009 06:00,12,4,5,6,0,13.9,93,0,330669
12/04/2009 07:00,12,4,5,7,0,13.3,96,0,4.05378e+06
12/04/2009 08:00,12,4,5,8,0,13.9,93,0,631248
12/04/2009 09:00,12,4,5,9,0,14.4,90,0,2.30232e+06
12/04/2009 10:00,12,4,5,10,0,15.6,87,0,1.05903e+07
12/04/2009 11:00,12,4,5,11,0,16.7,84,0,1.44022e+07
12/04/2009 12:00,12,4,5,12,0,16.7,84,0,2.88954e+07
12/04/2009 13:00,12,4,5,13,0,17.2,84,0,3.98978e+07
12/04/2009 14:00,12,4,5,14,0,17.8,84,0,4.60464e+07
12/04/2009 15:00,12,4,5,15,0,18.9,81,0,5.3847e+07
12/04/2009 16:00,12,4,5,16,0,19.4,78,0,5.96896e+07
12/04/2009 17:00,12,4,5,17,0,19.4,78,0,5.8559e+07
12/04/2009 18:00,12,4,5,18,0,18.9,81,0,5.16243e+07
12/04/2009 19:00,12,4,5,19,0,18.9,84,0,4.361e+07
12/04/2009 20:00,12,4,5,20,0,18.9,84,0,3.21025e+07
12/04/2009 21:00,12,4,5,21,0,18.9,84,0,3.10466e+07
12/04/2009 22:00,12,4,5,22,0,18.3,90,0,0
12/04/2009 23:00,12,4,5,23,0,18.3,90,0,3.40814e+06
12/05/2009 00:00,12,5,6,0,0,18.3,84,0,0
12/05/2009 01:00,12,5,6,1,0,18.3,84,0,0
12/05/2009 02:00,12,5,6,2,0,18.3,84,0,0
12/05/2009 03:00,12,5,6,3,0,18.3,84,0,0
12/05/2009 04:00,12,5,6,4,0,18.3,84,0,0
12/05/2009 05:00,12,5,6,5,0,18.3,87,0,0
12/05/2009 06:00,12,5,6,6,0,18.3,87,0,0
12/05/2009 07:00,12,5,6,7,0,18.3,87,0,6.20948e+06
12/05/2009 08:00,12,5,6,8,0,17.8,87,0,2.4041e+06
12/05/2009 09:00,12,5,6,9,0,20,76,0,1.4243e+07
12/05/2009 10:00,12,5,6,10,0,22.2,66,0,6.04518e+07
12/05/2009 11:00,12,5,6,11,0,23.3,60,0,7.65192e+07
12/05/2009 12:00,12,5,6,12,0,23.9,58,0,8.62122e+07
12/05/2009 13:00,12,5,6,13,0,25,54,0,9.14665e+07
12/05/2009 14:00,12,5,6,14,0,26.1,52,0,1.07606e+08
12/05/2009 15:00,12,5,6,15,0,25.6,54,0,1.05041e+08
12/05/2009 16:00,12,5,6,16,0,23.9,60,0,9.63671e+07
12/05/2009 17:00,12,5,6,17,0,22.2,66,0,8.49431e+07
12/05/2009 18:00,12,5,6,18,0,20.6,73,0,6.91481e+07
12/05/2009 19:00,12,5,6,19,0,19.4,78,0,5.3883e+07
12/05/2009 20:00,12,5,6,20,0,18.9,84,0,3.99233e+07
12/05/2009 21:00,12,5,6,21,0,17.8,90,0,3.3387e+07
12/05/2009 22:00,12,5,6,22,0,17.2,93,0,373612
12/05/2009 23:00,12,5,6,23,0,16.7,97,0,0
12/06/2009 00:00,12,6,0,0,0,16.7,93,0,3.86687e+06
12/06/2009 01:00,12,6,0,1,0,16.7,93,0,0
12/06/2009 02:00,12,6,0,2,0,16.7,93,0,0
12/06/2009 03:00,12,6,0,3,0,17.2,90,0,0
12/06/2009 04:00,12,6,0,4,0,17.2,90,0,0
12/06/2009 05:00,12,6,0,5,0,17.2,93,0,0
12/06/2009 06:00,12,6,0,6,0,17.2,93,0,0
12/06/2009 07:00,12,6,0,7,0,17.8,93,0,7.15683e+06
12/06/2009 08:00,12,6,0,8,0,18.3,93,0,3.65682e+06
12/06/2009 09:00,12,6,0,9,0,18.9,90,0,9.33144e+06
12/06/2009 10:00,12,6,0,10,0,20,81,0,4.91228e+07
12/06/2009 11:00,12,6,0,11,0,21.7,73,0,6.44471e+07
12/06/2009 12:00,12,6,0,12,0,23.3,69,0,8.87438e+07
12/06/2009 13:00,12,6,0,13,0,23.9,66,0,9.19863e+07
12/06/2009 14:00,12,6,0,14,0,26.1,58,0,1.05931e+08
12/06/2009 15:00,12,6,0,15,0,25.6,58,0,1.03058e+08
12/06/2009 16:00,12,6,0,16,0,23.9,64,0,9.74471e+07
12/06/2009 17:00,12,6,0,17,0,22.8,71,0,8.79978e+07
12/06/2009 18:00,12,6,0,18,0,21.7,76,0,7.73174e+07
12/06/2009 19:00,12,6,0,19,0,21.1,81,0,6.60565e+07
12/06/2009 20:00,12,6,0,20,0,21.1,84,0,5.46871e+07
12/06/2009 21:00,12,6,0,21,0,21.1,84,0,5.35942e+07
12/06/2009 22:00,12,6,0,22,0,21.1,87,0,2.45486e+06
12/06/2009 23:00,12,6,0,23,0,20.6,93,0,1.95729e+07
12/07/2009 00:00,12,7,1,0,0,20.6,93,0,4.71225e+06
12/07/2009 01:00,12,7,1,1,0,20.6,93,0,0
12/07/2009 02:00,12,7,1,2,0,20,93,0,4.21395e+06
12/07/2009 03:00,12,7,1,3,0,20,93,0,0
12/07/2009 04:00,12,7,1,4,0,20,93,0,0
12/07/2009 05:00,12,7,1,5,0,20,93,0,3.85138e+06
12/07/2009 06:00,12,7,1,6,0,20,93,0,0
12/07/2009 07:00,12,7,1,7,0,20,93,0,1.23514e+07
12/07/2009 08:00,12,7,1,8,0,20,93,0,7.64322e+06
12/07/2009 09:00,12,7,1,9,0,21.1,90,0,3.40038e+07
12/07/2009 10:00,12,7,1,10,0,21.7,84,0,6.56545e+07
12/07/2009 11:00,12,7,1,11,0,23.3,76,0,8.45324e+07
12/07/2009 12:00,12,7,1,12,0,23.9,74,0,9.57543e+07
12/07/2009 13:00,12,7,1,13,0,25,69,0,1.03067e+08
12/07/2009 14:00,12,7,1,14,0,25.6,67,0,1.16051e+08
12/07/2009 15:00,12,7,1,15,0,25.6,67,0,1.097e+08
12/07/2009 16:00,12,7,1,16,0,23.9,74,0,1.04759e+08
12/07/2009 17:00,12,7,1,17,0,23.3,79,0,9.88378e+07
12/07/2009 18:00,12,7,1,18,0,22.8,79,0,8.9545e+07
12/07/2009 19:00,12,7,1,19,0,22.2,82,0,7.6215e+07
12/07/2009 20:00,12,7,1,20,0,21.7,81,0,6.05451e+07
12/07/2009 21:00,12,7,1,21,0,21.1,84,0,5.56814e+07
12/07/2009 22:00,12,7,1,22,0,21.1,84,0,2.92793e+06
12/07/2009 23:00,12,7,1,23,0,21.1,84,0,0
12/08/2009 00:00,12,8,2,0,0,21.7,81,0,4.7275e+06
12/08/2009 01:00,12,8,2,1,0,21.7,79,0,0
12/08/2009 02:00,12,8,2,2,0,22.2,76,0,4.49688e+06
12/08/2009 03:00,12,8,2,3,0,22.8,76,0,0
12/08/2009 04:00,12,8,2,4,0,22.8,79,0,4.66148e+06
12/08/2009 05:00,12,8,2,5,0,22.8,79,0,0
12/08/2009 06:00,12,8,2,6,0,22.8,82,0,257372
12/08/2009 07:00,12,8,2,7,0,22.8,82,0,1.88824e+07
12/08/2009 08:00,12,8,2,8,0,22.8,82,0,2.97281e+07
12/08/2009 09:00,12,8,2,9,0,23.3,82,0,4.87983e+07
12/08/2009 10:00,12,8,2,10,0,23.9,79,0,8.02707e+07
12/08/2009 11:00,12,8,2,11,0,24.4,74,0,9.27466e+07
12/08/2009 12:00,12,8,2,12,0,25,69,0,1.03653e+08
12/08/2009 13:00,12,8,2,13,0,25,67,0,1.05536e+08
12/08/2009 14:00,12,8,2,14,0,25.6,64,0,1.0837e+08
12/08/2009 15:00,12,8,2,15,0,25.6,64,0,1.08541e+08
12/08/2009 16:00,12,8,2,16,0,25,69,0,1.08878e+08
12/08/2009 17:00,12,8,2,17,0,23.9,74,0,1.00694e+08
12/08/2009 18:00,12,8,2,18,0,23.9,74,0,9.45782e+07
12/08/2009 19:00,12,8,2,19,0,18.9,81,0,6.01515e+07
12/08/2009 20:00,12,8,2,20,0,15.6,93,0,2.92766e+07
12/08/2009 21:00,12,8,2,21,0,14.4,93,0,1.91445e+07
12/08/2009 22:00,12,8,2,22,0,13.9,93,0,0
12/08/2009 23:00,12,8,2,23,0,13.3,90,0,3.08108e+06
12/09/2009 00:00,12,9,3,0,0,12.8,90,0,0
12/09/2009 01:00,12,9,3,1,0,12.2,90,0,0
12/09/2009 02:00,12,9,3,2,0,10.6,90,0,0
12/09/2009 03:00,12,9,3,3,0,10,89,0,0
12/09/2009 04:00,12,9,3,4,0,9.4,89,0,0
12/09/2009 05:00,12,9,3,5,0,8.9,89,0,0
12/09/2009 06:00,12,9,3,6,0,8.3,89,0,0
12/09/2009 07:00,12,9,3,7,0,8.3,86,0,4.38737e+06
12/09/2009 08:00,12,9,3,8,0,8.3,83,0,0
12/09/2009 09:00,12,9,3,9,0,8.3,86,0,3.29786e+06
12/09/2009 10:00,12,9,3,10,0,8.3,86,0,2.65193e+06
12/09/2009 11:00,12,9,3,11,0,9.4,80,0,7.39186e+06
12/09/2009 12:00,12,9,3,12,0,10,77,0,1.17171e+07
12/09/2009 13:00,12,9,3,13,0,10.6,74,0,1.1907e+07
12/09/2009 14:00,12,9,3,14,0,10.6,71,0,1.43282e+07
12/09/2009 15:00,12,9,3,15,0,10.6,71,0,1.80086e+07
12/09/2009 16:00,12,9,3,16,0,10.6,69,0,1.76976e+07
12/09/2009 17:00,12,9,3,17,0,10,71,0,1.44391e+07
12/09/2009 18:00,12,9,3,18,0,9.4,71,0,8.46758e+06
12/09/2009 19:00,12,9,3,19,0,8.9,74,0,2.05742e+06
12/09/2009 20:00,12,9,3,20,0,8.3,80,0,924169
12/09/2009 21:00,12,9,3,21,0,7.8,80,0,1.0173e+06
12/09/2009 22:00,12,9,3,22,0,7.8,80,0,518127
12/09/2009 23:00,12,9,3,23,0,7.8,77,0,0
12/10/2009 00:00,12,10,4,0,0,8.3,71,0,0
12/10/2009 01:00,12,10,4,1,0,7.8,74,0,0
12/10/2009 02:00,12,10,4,2,0,7.2,74,0,0
12/10/2009 03:00,12,10,4,3,0,6.7,76,0,0
12/10/2009 04:00,12,10,4,4,0,6.1,73,0,0
12/10/2009 05:00,12,10,4,5,0,5.6,73,0,0
12/10/2009 06:00,12,10,4,6,0,5,76,0,0
12/10/2009 07:00,12,10,4,7,0,5,73,0,0
12/10/2009 08:00,12,10,4,8,0,5,73,0,2.83423e+06
12/10/2009 09:00,12,10,4,9,0,5.6,73,0,1.57847e+06
12/10/2009 10:00,12,10,4,10,0,6.7,68,0,0
12/10/2009 11:00,12,10,4,11,0,8.3,63,0,779674
12/10/2009 12:00,12,10,4,12,0,10.6,54,0,1.96393e+06
12/10/2009 13:00,12,10,4,13,0,12.8,47,0,1.29414e+07
12/10/2009 14:00,12,10,4,14,0,12.8,49,0,6.17446e+06
12/10/2009 15:00,12,10,4,15,0,12.2,51,0,8.94537e+06
